Date,Open,High,Low,Close,TrndrUp,TrndrDn
5/3/1946,18.46,18.46,18.46,18.46,17.98,
5/6/1946,18.26,18.26,18.26,18.26,17.98,
5/7/1946,18.51,18.51,18.51,18.51,17.98,
5/8/1946,18.47,18.47,18.47,18.47,17.98,
5/9/1946,18.44,18.44,18.44,18.44,17.98,
5/10/1946,18.74,18.74,18.74,18.74,17.98,
5/13/1946,18.79,18.79,18.79,18.79,17.98,
5/14/1946,18.67,18.67,18.67,18.67,17.98,
5/15/1946,18.53,18.53,18.53,18.53,17.98,
5/16/1946,18.64,18.64,18.64,18.64,17.98,
5/17/1946,18.6,18.6,18.6,18.6,17.98,
5/20/1946,18.64,18.64,18.64,18.64,17.98,
5/21/1946,18.68,18.68,18.68,18.68,17.98,
5/22/1946,18.8,18.8,18.8,18.8,17.98,
5/23/1946,18.78,18.78,18.78,18.78,17.98,
5/24/1946,18.78,18.78,18.78,18.78,17.98,
5/27/1946,18.92,18.92,18.92,18.92,17.98,
5/28/1946,19.2,19.2,19.2,19.2,18.04,
5/29/1946,19.25,19.25,19.25,19.25,18.16,
5/31/1946,19.18,19.18,19.18,19.18,18.22,
6/3/1946,19.05,19.05,19.05,19.05,18.36,
6/4/1946,18.93,18.93,18.93,18.93,18.36,
6/5/1946,18.82,18.82,18.82,18.82,18.36,
6/6/1946,18.81,18.81,18.81,18.81,18.36,
6/7/1946,18.82,18.82,18.82,18.82,18.36,
6/10/1946,18.85,18.85,18.85,18.85,18.36,
6/11/1946,18.65,18.65,18.65,18.65,18.36,
6/12/1946,18.69,18.69,18.69,18.69,18.36,
6/13/1946,18.8,18.8,18.8,18.8,18.36,
6/14/1946,18.79,18.79,18.79,18.79,18.36,
6/17/1946,18.81,18.81,18.81,18.81,18.36,
6/18/1946,18.55,18.55,18.55,18.55,18.36,
6/19/1946,18.44,18.44,18.44,18.44,18.36,
6/20/1946,18.03,18.03,18.03,18.03,,19.51
6/21/1946,18.23,18.23,18.23,18.23,,19.47
6/24/1946,18.27,18.27,18.27,18.27,,19.47
6/25/1946,18.14,18.14,18.14,18.14,,19.4
6/26/1946,18.11,18.11,18.11,18.11,,19.37
6/27/1946,18.39,18.39,18.39,18.39,,19.37
6/28/1946,18.43,18.43,18.43,18.43,,19.37
7/1/1946,18.54,18.54,18.54,18.54,,19.37
7/2/1946,18.53,18.53,18.53,18.53,,19.37
7/3/1946,18.49,18.49,18.49,18.49,,19.37
7/5/1946,18.43,18.43,18.43,18.43,,19.37
7/8/1946,18.36,18.36,18.36,18.36,,19.37
7/9/1946,18.46,18.46,18.46,18.46,,19.37
7/10/1946,18.49,18.49,18.49,18.49,,19.37
7/11/1946,18.39,18.39,18.39,18.39,,19.37
7/12/1946,18.27,18.27,18.27,18.27,,19.11
7/15/1946,17.95,17.95,17.95,17.95,,19.11
7/16/1946,17.97,17.97,17.97,17.97,,19.04
7/17/1946,18.07,18.07,18.07,18.07,,19.02
7/18/1946,18.04,18.04,18.04,18.04,,19
7/19/1946,17.98,17.98,17.98,17.98,,18.81
7/22/1946,17.93,17.93,17.93,17.93,,18.76
7/23/1946,17.39,17.39,17.39,17.39,,18.76
7/24/1946,17.41,17.41,17.41,17.41,,18.76
7/25/1946,17.5,17.5,17.5,17.5,,18.76
7/26/1946,17.6,17.6,17.6,17.6,,18.76
7/29/1946,17.66,17.66,17.66,17.66,,18.76
7/30/1946,17.76,17.76,17.76,17.76,,18.76
7/31/1946,17.96,17.96,17.96,17.96,,18.76
8/1/1946,18.01,18.01,18.01,18.01,,18.76
8/2/1946,18.02,18.02,18.02,18.02,,18.76
8/5/1946,17.91,17.91,17.91,17.91,,18.76
8/6/1946,17.86,17.86,17.86,17.86,,18.76
8/7/1946,18.03,18.03,18.03,18.03,,18.76
8/8/1946,18.11,18.11,18.11,18.11,,18.76
8/9/1946,18.05,18.05,18.05,18.05,,18.76
8/12/1946,18.08,18.08,18.08,18.08,,18.76
8/13/1946,18.23,18.23,18.23,18.23,,18.7
8/14/1946,18.2,18.2,18.2,18.2,,18.7
8/15/1946,17.99,17.99,17.99,17.99,,18.7
8/16/1946,17.84,17.84,17.84,17.84,,18.67
8/19/1946,17.81,17.81,17.81,17.81,,18.61
8/20/1946,17.91,17.91,17.91,17.91,,18.6
8/21/1946,17.74,17.74,17.74,17.74,,18.51
8/22/1946,17.56,17.56,17.56,17.56,,18.43
8/23/1946,17.58,17.58,17.58,17.58,,18.35
8/26/1946,17.47,17.47,17.47,17.47,,18.27
8/27/1946,16.92,16.92,16.92,16.92,,18.27
8/28/1946,16.73,16.73,16.73,16.73,,18.27
8/29/1946,16.76,16.76,16.76,16.76,,18.27
8/30/1946,16.65,16.65,16.65,16.65,,18.18
9/3/1946,15.53,15.53,15.53,15.53,,18.18
9/4/1946,15.46,15.46,15.46,15.46,,18.18
9/5/1946,15.99,15.99,15.99,15.99,,18.18
9/6/1946,15.84,15.84,15.84,15.84,,18.18
9/9/1946,15.01,15.01,15.01,15.01,,18.18
9/10/1946,14.59,14.59,14.59,14.59,,18.18
9/11/1946,15.05,15.05,15.05,15.05,,18.18
9/12/1946,15.02,15.02,15.02,15.02,,18.18
9/13/1946,15.31,15.31,15.31,15.31,,18.18
9/16/1946,15.4,15.4,15.4,15.4,,18.18
9/17/1946,15.28,15.28,15.28,15.28,,18.18
9/18/1946,14.8,14.8,14.8,14.8,,18.18
9/19/1946,14.33,14.33,14.33,14.33,,18
9/20/1946,14.69,14.69,14.69,14.69,,17.85
9/23/1946,14.41,14.41,14.41,14.41,,17.64
9/24/1946,14.72,14.72,14.72,14.72,,16.9
9/25/1946,15.1,15.1,15.1,15.1,,16.9
9/26/1946,15.27,15.27,15.27,15.27,,16.9
9/27/1946,15.11,15.11,15.11,15.11,,16.9
9/30/1946,14.96,14.96,14.96,14.96,,16.59
10/1/1946,14.92,14.92,14.92,14.92,,16.59
10/2/1946,15.04,15.04,15.04,15.04,,16.54
10/3/1946,14.98,14.98,14.98,14.98,,16.5
10/4/1946,14.81,14.81,14.81,14.81,,16.42
10/7/1946,14.7,14.7,14.7,14.7,,16.32
10/8/1946,14.53,14.53,14.53,14.53,,16.17
10/9/1946,14.12,14.12,14.12,14.12,,15.88
10/10/1946,14.33,14.33,14.33,14.33,,15.64
10/11/1946,14.63,14.63,14.63,14.63,,15.64
10/14/1946,14.71,14.71,14.71,14.71,,15.64
10/15/1946,15.3,15.3,15.3,15.3,,15.64
10/16/1946,15.24,15.24,15.24,15.24,,15.64
10/17/1946,15.01,15.01,15.01,15.01,,15.64
10/18/1946,14.97,14.97,14.97,14.97,,15.64
10/21/1946,15,15,15,15,,15.64
10/22/1946,14.88,14.88,14.88,14.88,,15.64
10/23/1946,14.77,14.77,14.77,14.77,,15.64
10/24/1946,14.78,14.78,14.78,14.78,,15.64
10/25/1946,14.7,14.7,14.7,14.7,,15.64
10/28/1946,14.39,14.39,14.39,14.39,,15.64
10/29/1946,14.26,14.26,14.26,14.26,,15.64
10/30/1946,14.32,14.32,14.32,14.32,,15.64
10/31/1946,14.84,14.84,14.84,14.84,,15.64
11/1/1946,15.07,15.07,15.07,15.07,,15.64
11/4/1946,15.33,15.33,15.33,15.33,,15.64
11/6/1946,14.67,14.67,14.67,14.67,,15.64
11/7/1946,14.79,14.79,14.79,14.79,,15.64
11/8/1946,14.85,14.85,14.85,14.85,,15.64
11/12/1946,14.94,14.94,14.94,14.94,,15.64
11/13/1946,14.81,14.81,14.81,14.81,,15.64
11/14/1946,14.89,14.89,14.89,14.89,,15.64
11/15/1946,14.73,14.73,14.73,14.73,,15.64
11/18/1946,14.58,14.58,14.58,14.58,,15.64
11/19/1946,14.57,14.57,14.57,14.57,,15.64
11/20/1946,14.46,14.46,14.46,14.46,,15.64
11/21/1946,14.21,14.21,14.21,14.21,,15.64
11/22/1946,14.13,14.13,14.13,14.13,,15.64
11/25/1946,14.31,14.31,14.31,14.31,,15.64
11/26/1946,14.45,14.45,14.45,14.45,,15.64
11/27/1946,14.55,14.55,14.55,14.55,,15.64
11/29/1946,14.68,14.68,14.68,14.68,,15.15
12/2/1946,14.44,14.44,14.44,14.44,,15.15
12/3/1946,14.49,14.49,14.49,14.49,,15.15
12/4/1946,14.72,14.72,14.72,14.72,,15.15
12/5/1946,14.64,14.64,14.64,14.64,,15.15
12/6/1946,14.7,14.7,14.7,14.7,,15.15
12/9/1946,15.32,15.32,15.32,15.32,13.41,
12/10/1946,15.32,15.32,15.32,15.32,13.53,
12/11/1946,15.36,15.36,15.36,15.36,13.67,
12/12/1946,15.15,15.15,15.15,15.15,13.67,
12/13/1946,15.17,15.17,15.17,15.17,13.67,
12/16/1946,15.24,15.24,15.24,15.24,13.67,
12/17/1946,15.18,15.18,15.18,15.18,13.67,
12/18/1946,15.21,15.21,15.21,15.21,13.67,
12/19/1946,15.45,15.45,15.45,15.45,13.71,
12/20/1946,15.5,15.5,15.5,15.5,13.78,
12/23/1946,15.41,15.41,15.41,15.41,13.82,
12/24/1946,15.37,15.37,15.37,15.37,13.82,
12/26/1946,15.21,15.21,15.21,15.21,13.82,
12/27/1946,15.19,15.19,15.19,15.19,13.82,
12/30/1946,15.17,15.17,15.17,15.17,13.82,
12/31/1946,15.3,15.3,15.3,15.3,14.5,
1/2/1947,15.2,15.2,15.2,15.2,14.51,
1/3/1947,15.26,15.26,15.26,15.26,14.53,
1/6/1947,15.44,15.44,15.44,15.44,14.63,
1/7/1947,15.32,15.32,15.32,15.32,14.65,
1/8/1947,15.41,15.41,15.41,15.41,14.69,
1/9/1947,15.44,15.44,15.44,15.44,14.71,
1/10/1947,15.24,15.24,15.24,15.24,14.71,
1/13/1947,14.8,14.8,14.8,14.8,14.71,
1/14/1947,14.87,14.87,14.87,14.87,14.71,
1/15/1947,14.77,14.77,14.77,14.77,14.71,
1/16/1947,14.78,14.78,14.78,14.78,14.71,
1/17/1947,15.07,15.07,15.07,15.07,14.71,
1/20/1947,15.02,15.02,15.02,15.02,14.71,
1/21/1947,14.97,14.97,14.97,14.97,14.71,
1/22/1947,15.04,15.04,15.04,15.04,14.71,
1/23/1947,15.19,15.19,15.19,15.19,14.71,
1/24/1947,15.21,15.21,15.21,15.21,14.71,
1/27/1947,15.34,15.34,15.34,15.34,14.71,
1/28/1947,15.47,15.47,15.47,15.47,14.71,
1/29/1947,15.65,15.65,15.65,15.65,14.71,
1/30/1947,15.6,15.6,15.6,15.6,14.71,
1/31/1947,15.66,15.66,15.66,15.66,14.71,
2/3/1947,15.8,15.8,15.8,15.8,14.91,
2/4/1947,15.83,15.83,15.83,15.83,14.96,
2/5/1947,15.92,15.92,15.92,15.92,15.04,
2/6/1947,15.86,15.86,15.86,15.86,15.09,
2/7/1947,16.12,16.12,16.12,16.12,15.25,
2/10/1947,16.05,16.05,16.05,16.05,15.3,
2/11/1947,16.14,16.14,16.14,16.14,15.38,
2/13/1947,15.93,15.93,15.93,15.93,15.38,
2/14/1947,15.86,15.86,15.86,15.86,15.38,
2/17/1947,15.88,15.88,15.88,15.88,15.38,
2/18/1947,15.88,15.88,15.88,15.88,15.38,
2/19/1947,15.69,15.69,15.69,15.69,15.38,
2/20/1947,15.72,15.72,15.72,15.72,15.38,
2/21/1947,15.8,15.8,15.8,15.8,15.38,
2/24/1947,15.67,15.67,15.67,15.67,15.38,
2/25/1947,15.47,15.47,15.47,15.47,15.38,
2/26/1947,15.3,15.3,15.3,15.3,,16.31
2/27/1947,15.48,15.48,15.48,15.48,,16.31
2/28/1947,15.43,15.43,15.43,15.43,,16.3
3/3/1947,15.41,15.41,15.41,15.41,,16.2
3/4/1947,15.41,15.41,15.41,15.41,,16.2
3/5/1947,15.59,15.59,15.59,15.59,,16.2
3/6/1947,15.65,15.65,15.65,15.65,,16.2
3/7/1947,15.16,15.16,15.16,15.16,,16.2
3/10/1947,15.01,15.01,15.01,15.01,,16.2
3/11/1947,14.88,14.88,14.88,14.88,,16.2
3/12/1947,14.97,14.97,14.97,14.97,,16.2
3/13/1947,14.93,14.93,14.93,14.93,,16.2
3/14/1947,14.78,14.78,14.78,14.78,,16.11
3/17/1947,14.82,14.82,14.82,14.82,,16.09
3/18/1947,15.01,15.01,15.01,15.01,,16.09
3/19/1947,15.08,15.08,15.08,15.08,,16.09
3/20/1947,15.07,15.07,15.07,15.07,,16.09
3/21/1947,15.25,15.25,15.25,15.25,,16.09
3/24/1947,15.11,15.11,15.11,15.11,,16.09
3/25/1947,15.02,15.02,15.02,15.02,,16.09
3/26/1947,15.23,15.23,15.23,15.23,,16.09
3/27/1947,15.4,15.4,15.4,15.4,,16.09
3/28/1947,15.33,15.33,15.33,15.33,,15.93
3/31/1947,15.17,15.17,15.17,15.17,,15.9
4/1/1947,15.23,15.23,15.23,15.23,,15.9
4/2/1947,15.22,15.22,15.22,15.22,,15.9
4/3/1947,15.18,15.18,15.18,15.18,,15.9
4/7/1947,15.05,15.05,15.05,15.05,,15.85
4/8/1947,14.83,14.83,14.83,14.83,,15.77
4/9/1947,14.82,14.82,14.82,14.82,,15.7
4/10/1947,14.83,14.83,14.83,14.83,,15.68
4/11/1947,14.72,14.72,14.72,14.72,,15.57
4/14/1947,14.14,14.14,14.14,14.14,,15.57
4/15/1947,14.15,14.15,14.15,14.15,,15.57
4/16/1947,14.29,14.29,14.29,14.29,,15.57
4/17/1947,14.27,14.27,14.27,14.27,,15.57
4/18/1947,14.09,14.09,14.09,14.09,,15.57
4/21/1947,14.45,14.45,14.45,14.45,,15.57
4/22/1947,14.56,14.56,14.56,14.56,,15.57
4/23/1947,14.58,14.58,14.58,14.58,,15.57
4/24/1947,14.49,14.49,14.49,14.49,,15.57
4/25/1947,14.39,14.39,14.39,14.39,,15.57
4/28/1947,14.37,14.37,14.37,14.37,,15.57
4/29/1947,14.4,14.4,14.4,14.4,,15.57
4/30/1947,14.58,14.58,14.58,14.58,,15.57
5/1/1947,14.69,14.69,14.69,14.69,,15.57
5/2/1947,14.79,14.79,14.79,14.79,,15.57
5/5/1947,14.85,14.85,14.85,14.85,,15.57
5/6/1947,14.69,14.69,14.69,14.69,,15.57
5/7/1947,14.68,14.68,14.68,14.68,,15.57
5/8/1947,14.6,14.6,14.6,14.6,,15.57
5/9/1947,14.63,14.63,14.63,14.63,,15.55
5/12/1947,14.46,14.46,14.46,14.46,,15.17
5/13/1947,14.15,14.15,14.15,14.15,,15.17
5/14/1947,14.11,14.11,14.11,14.11,,15.11
5/15/1947,14.24,14.24,14.24,14.24,,15.1
5/16/1947,13.96,13.96,13.96,13.96,,15.1
5/19/1947,13.77,13.77,13.77,13.77,,14.94
5/20/1947,13.83,13.83,13.83,13.83,,14.85
5/21/1947,14.09,14.09,14.09,14.09,,14.85
5/22/1947,14.19,14.19,14.19,14.19,,14.85
5/23/1947,14.2,14.2,14.2,14.2,,14.85
5/26/1947,14.14,14.14,14.14,14.14,,14.85
5/27/1947,14.12,14.12,14.12,14.12,,14.85
5/28/1947,14.34,14.34,14.34,14.34,,14.85
5/29/1947,14.45,14.45,14.45,14.45,,14.85
6/2/1947,14.3,14.3,14.3,14.3,,14.85
6/3/1947,14.5,14.5,14.5,14.5,,14.85
6/4/1947,14.4,14.4,14.4,14.4,,14.85
6/5/1947,14.39,14.39,14.39,14.39,,14.85
6/6/1947,14.5,14.5,14.5,14.5,,14.85
6/9/1947,14.52,14.52,14.52,14.52,,14.85
6/10/1947,14.56,14.56,14.56,14.56,,14.85
6/11/1947,14.9,14.9,14.9,14.9,13.63,
6/12/1947,14.82,14.82,14.82,14.82,13.78,
6/13/1947,14.98,14.98,14.98,14.98,13.86,
6/16/1947,15.02,15.02,15.02,15.02,13.97,
6/17/1947,14.96,14.96,14.96,14.96,13.99,
6/18/1947,14.96,14.96,14.96,14.96,14,
6/19/1947,15.14,15.14,15.14,15.14,14.1,
6/20/1947,15.16,15.16,15.16,15.16,14.13,
6/23/1947,15.24,15.24,15.24,15.24,14.21,
6/24/1947,14.94,14.94,14.94,14.94,14.21,
6/25/1947,15.06,15.06,15.06,15.06,14.21,
6/26/1947,15.12,15.12,15.12,15.12,14.21,
6/27/1947,15.12,15.12,15.12,15.12,14.21,
6/30/1947,15.21,15.21,15.21,15.21,14.21,
7/1/1947,15.46,15.46,15.46,15.46,14.21,
7/2/1947,15.44,15.44,15.44,15.44,14.42,
7/3/1947,15.6,15.6,15.6,15.6,14.51,
7/7/1947,15.61,15.61,15.61,15.61,14.57,
7/8/1947,15.67,15.67,15.67,15.67,14.64,
7/9/1947,15.52,15.52,15.52,15.52,14.64,
7/10/1947,15.68,15.68,15.68,15.68,14.69,
7/11/1947,15.87,15.87,15.87,15.87,14.78,
7/14/1947,15.96,15.96,15.96,15.96,14.92,
7/15/1947,15.93,15.93,15.93,15.93,14.95,
7/16/1947,15.92,15.92,15.92,15.92,15.1,
7/17/1947,15.75,15.75,15.75,15.75,15.1,
7/18/1947,15.85,15.85,15.85,15.85,15.1,
7/21/1947,15.8,15.8,15.8,15.8,15.1,
7/22/1947,15.87,15.87,15.87,15.87,15.1,
7/23/1947,15.95,15.95,15.95,15.95,15.24,
7/24/1947,16.12,16.12,16.12,16.12,15.33,
7/25/1947,16.08,16.08,16.08,16.08,15.38,
7/28/1947,15.94,15.94,15.94,15.94,15.38,
7/29/1947,15.59,15.59,15.59,15.59,15.38,
7/30/1947,15.52,15.52,15.52,15.52,15.38,
7/31/1947,15.76,15.76,15.76,15.76,15.38,
8/1/1947,15.8,15.8,15.8,15.8,15.38,
8/4/1947,15.62,15.62,15.62,15.62,15.38,
8/5/1947,15.67,15.67,15.67,15.67,15.38,
8/6/1947,15.62,15.62,15.62,15.62,15.38,
8/7/1947,15.64,15.64,15.64,15.64,15.38,
8/8/1947,15.43,15.43,15.43,15.43,15.38,
8/11/1947,15.33,15.33,15.33,15.33,,16.43
8/12/1947,15.43,15.43,15.43,15.43,,16.4
8/13/1947,15.52,15.52,15.52,15.52,,16.4
8/14/1947,15.47,15.47,15.47,15.47,,16.4
8/15/1947,15.58,15.58,15.58,15.58,,16.4
8/18/1947,15.5,15.5,15.5,15.5,,16.4
8/19/1947,15.46,15.46,15.46,15.46,,16.17
8/20/1947,15.39,15.39,15.39,15.39,,16.13
8/21/1947,15.43,15.43,15.43,15.43,,16
8/22/1947,15.45,15.45,15.45,15.45,,16
8/25/1947,15.23,15.23,15.23,15.23,,15.99
8/26/1947,15.23,15.23,15.23,15.23,,15.96
8/27/1947,15.25,15.25,15.25,15.25,,15.95
8/28/1947,15.22,15.22,15.22,15.22,,15.92
8/29/1947,15.32,15.32,15.32,15.32,,15.84
9/2/1947,15.37,15.37,15.37,15.37,,15.84
9/3/1947,15.33,15.33,15.33,15.33,,15.84
9/4/1947,15.14,15.14,15.14,15.14,,15.84
9/5/1947,15.1,15.1,15.1,15.1,,15.83
9/8/1947,14.86,14.86,14.86,14.86,,15.83
9/9/1947,14.89,14.89,14.89,14.89,,15.78
9/10/1947,15.03,15.03,15.03,15.03,,15.78
9/11/1947,15.04,15.04,15.04,15.04,,15.78
9/12/1947,14.99,14.99,14.99,14.99,,15.78
9/15/1947,14.93,14.93,14.93,14.93,,15.78
9/16/1947,15.07,15.07,15.07,15.07,,15.74
9/17/1947,15.27,15.27,15.27,15.27,,15.74
9/18/1947,15.21,15.21,15.21,15.21,,15.74
9/19/1947,15.2,15.2,15.2,15.2,,15.74
9/22/1947,15.18,15.18,15.18,15.18,,15.74
9/23/1947,14.93,14.93,14.93,14.93,,15.74
9/24/1947,14.99,14.99,14.99,14.99,,15.74
9/25/1947,14.9,14.9,14.9,14.9,,15.74
9/26/1947,14.85,14.85,14.85,14.85,,15.74
9/29/1947,14.94,14.94,14.94,14.94,,15.66
9/30/1947,15.11,15.11,15.11,15.11,,15.66
10/1/1947,15.16,15.16,15.16,15.16,,15.66
10/2/1947,15.17,15.17,15.17,15.17,,15.66
10/3/1947,15.24,15.24,15.24,15.24,,15.66
10/6/1947,15.28,15.28,15.28,15.28,,15.66
10/7/1947,15.28,15.28,15.28,15.28,,15.66
10/8/1947,15.16,15.16,15.16,15.16,,15.66
10/9/1947,15.26,15.26,15.26,15.26,,15.66
10/10/1947,15.29,15.29,15.29,15.29,,15.66
10/14/1947,15.55,15.55,15.55,15.55,,15.66
10/15/1947,15.59,15.59,15.59,15.59,,15.66
10/16/1947,15.57,15.57,15.57,15.57,,15.66
10/17/1947,15.58,15.58,15.58,15.58,,15.66
10/20/1947,15.79,15.79,15.79,15.79,14.84,
10/21/1947,15.76,15.76,15.76,15.76,14.88,
10/22/1947,15.69,15.69,15.69,15.69,14.92,
10/23/1947,15.7,15.7,15.7,15.7,14.92,
10/24/1947,15.5,15.5,15.5,15.5,14.92,
10/27/1947,15.53,15.53,15.53,15.53,14.92,
10/28/1947,15.54,15.54,15.54,15.54,14.92,
10/29/1947,15.49,15.49,15.49,15.49,14.92,
10/30/1947,15.33,15.33,15.33,15.33,14.92,
10/31/1947,15.43,15.43,15.43,15.43,14.92,
11/3/1947,15.46,15.46,15.46,15.46,14.92,
11/5/1947,15.34,15.34,15.34,15.34,14.92,
11/6/1947,15.34,15.34,15.34,15.34,14.92,
11/7/1947,15.31,15.31,15.31,15.31,14.92,
11/10/1947,15.37,15.37,15.37,15.37,14.92,
11/12/1947,15.31,15.31,15.31,15.31,14.92,
11/13/1947,15.16,15.16,15.16,15.16,14.92,
11/14/1947,15.19,15.19,15.19,15.19,14.92,
11/17/1947,15.19,15.19,15.19,15.19,14.92,
11/18/1947,15.3,15.3,15.3,15.3,14.92,
11/19/1947,15.34,15.34,15.34,15.34,14.92,
11/20/1947,15.41,15.41,15.41,15.41,14.92,
11/21/1947,15.33,15.33,15.33,15.33,14.92,
11/24/1947,15.24,15.24,15.24,15.24,14.92,
11/25/1947,15.2,15.2,15.2,15.2,14.92,
11/26/1947,15.13,15.13,15.13,15.13,14.92,
11/28/1947,14.98,14.98,14.98,14.98,14.92,
12/1/1947,15.07,15.07,15.07,15.07,14.92,
12/2/1947,15.09,15.09,15.09,15.09,14.92,
12/3/1947,14.95,14.95,14.95,14.95,14.92,
12/4/1947,14.86,14.86,14.86,14.86,,15.46
12/5/1947,14.63,14.63,14.63,14.63,,15.45
12/8/1947,14.77,14.77,14.77,14.77,,15.42
12/9/1947,14.82,14.82,14.82,14.82,,15.38
12/10/1947,14.84,14.84,14.84,14.84,,15.38
12/11/1947,14.83,14.83,14.83,14.83,,15.38
12/12/1947,14.94,14.94,14.94,14.94,,15.38
12/15/1947,15.11,15.11,15.11,15.11,,15.38
12/16/1947,15.09,15.09,15.09,15.09,,15.38
12/17/1947,15.12,15.12,15.12,15.12,,15.38
12/18/1947,15.07,15.07,15.07,15.07,,15.38
12/19/1947,15.12,15.12,15.12,15.12,,15.38
12/22/1947,15.2,15.2,15.2,15.2,,15.38
12/23/1947,15.26,15.26,15.26,15.26,,15.38
12/24/1947,15.25,15.25,15.25,15.25,,15.38
12/26/1947,15.12,15.12,15.12,15.12,,15.38
12/29/1947,15.04,15.04,15.04,15.04,,15.38
12/30/1947,15.22,15.22,15.22,15.22,,15.38
12/31/1947,15.3,15.3,15.3,15.3,,15.38
1/2/1948,15.34,15.34,15.34,15.34,,15.38
1/5/1948,15.2,15.2,15.2,15.2,,15.38
1/6/1948,15.15,15.15,15.15,15.15,,15.38
1/7/1948,15.23,15.23,15.23,15.23,,15.38
1/8/1948,15.31,15.31,15.31,15.31,,15.38
1/9/1948,15.23,15.23,15.23,15.23,,15.38
1/12/1948,15.17,15.17,15.17,15.17,,15.38
1/13/1948,14.95,14.95,14.95,14.95,,15.38
1/14/1948,14.95,14.95,14.95,14.95,,15.38
1/15/1948,14.88,14.88,14.88,14.88,,15.38
1/16/1948,14.87,14.87,14.87,14.87,,15.38
1/19/1948,14.7,14.7,14.7,14.7,,15.38
1/20/1948,14.71,14.71,14.71,14.71,,15.38
1/21/1948,14.54,14.54,14.54,14.54,,15.36
1/22/1948,14.42,14.42,14.42,14.42,,15.26
1/23/1948,14.35,14.35,14.35,14.35,,15.15
1/26/1948,14.32,14.32,14.32,14.32,,15.08
1/27/1948,14.34,14.34,14.34,14.34,,15.06
1/28/1948,14.49,14.49,14.49,14.49,,15.06
1/29/1948,14.65,14.65,14.65,14.65,,15.06
1/30/1948,14.68,14.68,14.68,14.68,,15.06
2/2/1948,14.71,14.71,14.71,14.71,,15.06
2/3/1948,14.62,14.62,14.62,14.62,,15.06
2/4/1948,14.35,14.35,14.35,14.35,,15.06
2/5/1948,14.2,14.2,14.2,14.2,,15.06
2/6/1948,14.19,14.19,14.19,14.19,,15.06
2/9/1948,14.31,14.31,14.31,14.31,,15.06
2/10/1948,13.89,13.89,13.89,13.89,,15.06
2/11/1948,13.88,13.88,13.88,13.88,,15.06
2/13/1948,13.85,13.85,13.85,13.85,,15.06
2/16/1948,14.04,14.04,14.04,14.04,,15.06
2/17/1948,14.04,14.04,14.04,14.04,,15.06
2/18/1948,14.05,14.05,14.05,14.05,,15.06
2/19/1948,14.02,14.02,14.02,14.02,,15.06
2/20/1948,13.96,13.96,13.96,13.96,,15.06
2/24/1948,14,14,14,14,,15.06
2/25/1948,14.07,14.07,14.07,14.07,,15.06
2/26/1948,13.98,13.98,13.98,13.98,,15.06
2/27/1948,13.93,13.93,13.93,13.93,,15.06
3/1/1948,14.07,14.07,14.07,14.07,,15.06
3/2/1948,14.16,14.16,14.16,14.16,,15.06
3/3/1948,14.17,14.17,14.17,14.17,,15.06
3/4/1948,14.08,14.08,14.08,14.08,,14.65
3/5/1948,14.11,14.11,14.11,14.11,,14.64
3/8/1948,14.04,14.04,14.04,14.04,,14.61
3/9/1948,13.95,13.95,13.95,13.95,,14.44
3/10/1948,14.01,14.01,14.01,14.01,,14.4
3/11/1948,13.99,13.99,13.99,13.99,,14.37
3/12/1948,13.99,13.99,13.99,13.99,,14.37
3/15/1948,14.06,14.06,14.06,14.06,,14.37
3/16/1948,13.84,13.84,13.84,13.84,,14.37
3/17/1948,13.95,13.95,13.95,13.95,,14.37
3/18/1948,14.03,14.03,14.03,14.03,,14.37
3/19/1948,14.32,14.32,14.32,14.32,,14.37
3/22/1948,14.7,14.7,14.7,14.7,13.24,
3/23/1948,14.7,14.7,14.7,14.7,13.36,
3/24/1948,14.69,14.69,14.69,14.69,13.44,
3/25/1948,14.75,14.75,14.75,14.75,13.51,
3/29/1948,14.7,14.7,14.7,14.7,13.55,
3/30/1948,14.87,14.87,14.87,14.87,13.61,
3/31/1948,15.08,15.08,15.08,15.08,13.71,
4/1/1948,15.12,15.12,15.12,15.12,13.81,
4/2/1948,15.15,15.15,15.15,15.15,13.89,
4/5/1948,15.18,15.18,15.18,15.18,13.96,
4/6/1948,15.28,15.28,15.28,15.28,14.04,
4/7/1948,15.23,15.23,15.23,15.23,14.09,
4/8/1948,15.27,15.27,15.27,15.27,14.11,
4/9/1948,15.29,15.29,15.29,15.29,14.12,
4/12/1948,15.28,15.28,15.28,15.28,14.25,
4/13/1948,15.3,15.3,15.3,15.3,14.67,
4/14/1948,15.28,15.28,15.28,15.28,14.68,
4/15/1948,15.38,15.38,15.38,15.38,14.73,
4/16/1948,15.43,15.43,15.43,15.43,14.77,
4/19/1948,15.47,15.47,15.47,15.47,14.81,
4/20/1948,15.46,15.46,15.46,15.46,14.9,
4/21/1948,15.54,15.54,15.54,15.54,15.16,
4/22/1948,15.68,15.68,15.68,15.68,15.16,
4/23/1948,15.78,15.78,15.78,15.78,15.22,
4/26/1948,15.54,15.54,15.54,15.54,15.22,
4/27/1948,15.55,15.55,15.55,15.55,15.22,
4/28/1948,15.57,15.57,15.57,15.57,15.22,
4/29/1948,15.52,15.52,15.52,15.52,15.22,
4/30/1948,15.48,15.48,15.48,15.48,15.22,
