Date,levered_er_index
2003-05-26,102.00498588331949
2003-05-27,102.1603513179543
2003-05-28,101.80614004543988
2003-05-29,101.25976693830549
2003-05-30,101.49346542703391
2003-05-31,101.49343205931925
2003-06-01,101.49339869161555
2003-06-02,101.92602291304107
2003-06-03,101.8835301580609
2003-06-04,102.14364218486577
2003-06-05,102.23860393740466
2003-06-06,102.05396314223267
2003-06-07,102.05392959024479
2003-06-08,102.05389603826794
2003-06-09,101.97357706934741
2003-06-10,101.96139326848197
2003-06-11,102.54975428709633
2003-06-12,102.41606928415837
2003-06-13,102.28964526686266
2003-06-14,102.28961163739024
2003-06-15,102.28957800792887
2003-06-16,102.86957634452367
2003-06-17,103.11168763113048
2003-06-18,103.06507417445621
2003-06-19,103.22520023280202
2003-06-20,103.2602253901632
2003-06-21,103.26019144159595
2003-06-22,103.26015749303984
2003-06-23,102.8604573737664
2003-06-24,102.99161426438052
2003-06-25,103.34353137987556
2003-06-26,103.49792228608476
2003-06-27,103.25472539822046
2003-06-28,103.25469145146143
2003-06-29,103.25465750471355
2003-06-30,102.84413632508826
2003-07-01,103.0352870305465
2003-07-02,103.08517089718673
2003-07-03,103.29410888160568
2003-07-04,103.29407492189867
2003-07-05,103.2940409622028
2003-07-06,103.29400700251809
2003-07-07,103.32381746109131
2003-07-08,103.22566203229961
2003-07-09,103.56347672038343
2003-07-10,103.54362220912361
2003-07-11,103.65039148025178
2003-07-12,103.65035740341077
2003-07-13,103.65032332658093
2003-07-14,103.8051052349416
2003-07-15,104.31508892821607
2003-07-16,104.14057590825972
2003-07-17,104.45100834346695
2003-07-18,104.60933046281471
2003-07-19,104.60929607070605
2003-07-20,104.60926167860872
2003-07-21,104.99801787147105
2003-07-22,104.76960020467519
2003-07-23,104.78619040109768
2003-07-24,105.15538291445355
2003-07-25,105.19112690229245
2003-07-26,105.19109231890828
2003-07-27,105.19105773553547
2003-07-28,105.26835293519551
2003-07-29,105.26763008565807
2003-07-30,105.17905371789789
2003-07-31,105.21991502369728
2003-08-01,104.81307370603278
2003-08-02,104.81303924694005
2003-08-03,104.81300478785866
2003-08-04,104.97823252113398
2003-08-05,104.96646637010656
2003-08-06,104.59768883952955
2003-08-07,104.7107775661124
2003-08-08,104.80791237970456
2003-08-09,104.8078779223087
2003-08-10,104.80784346492416
2003-08-11,105.15427960188798
2003-08-12,104.99472707766552
2003-08-13,105.25248669608938
2003-08-14,105.03005234389774
2003-08-15,104.96815142154415
2003-08-16,104.96811691146698
2003-08-17,104.96808240140115
2003-08-18,104.87792950688629
2003-08-19,104.59600185658398
2003-08-20,104.92683990092954
2003-08-21,105.12775606024768
2003-08-22,104.94056383160819
2003-08-23,104.9405293306009
2003-08-24,104.94049482960494
2003-08-25,105.1657659693154
2003-08-26,105.0366310509493
2003-08-27,105.19991783605448
2003-08-28,104.92331217550016
2003-08-29,105.08423071593148
2003-08-30,105.08419616769125
2003-08-31,105.08416161946235
2003-09-01,105.08412707124484
2003-09-02,105.3161398662294
2003-09-03,105.29109615430721
2003-09-04,105.00644057554017
2003-09-05,105.1625185388445
2003-09-06,105.1624839648658
2003-09-07,105.16244939089847
2003-09-08,105.22418569912548
2003-09-09,105.20491110674006
2003-09-10,105.05644144139265
2003-09-11,105.22672098643272
2003-09-12,105.14135920394276
2003-09-13,105.14132463692056
2003-09-14,105.1412900699097
2003-09-15,105.31146108979742
2003-09-16,105.3025208722367
2003-09-17,105.26094272632189
2003-09-18,105.3415051703437
2003-09-19,105.29009872795235
2003-09-20,105.29006411202947
2003-09-21,105.290029496118
2003-09-22,105.28390949084796
2003-09-23,105.35050182601843
2003-09-24,105.32378139063132
2003-09-25,104.73230850508773
2003-09-26,105.24563486358022
2003-09-27,105.24560026227562
2003-09-28,105.24556566098238
2003-09-29,105.54903711992658
2003-09-30,105.201534925839
2003-10-01,105.5583543917569
2003-10-02,105.86537790166814
2003-10-03,106.11707117953448
2003-10-04,106.11703629173024
2003-10-05,106.1170014039375
2003-10-06,105.59515140346436
2003-10-07,105.91377744221397
2003-10-08,105.79539186465665
2003-10-09,106.021700226599
2003-10-10,105.72734951614943
2003-10-11,105.72731475647288
2003-10-12,105.72727999680777
2003-10-13,105.72724523715407
2003-10-14,106.00816476259322
2003-10-15,106.04466592846958
2003-10-16,105.85761175877221
2003-10-17,105.39515371977532
2003-10-18,105.39511906931382
2003-10-19,105.39508441886372
2003-10-20,105.49341149864952
2003-10-21,105.59388293257335
2003-10-22,105.31625360137657
2003-10-23,105.66348275998473
2003-10-24,105.0952021781954
2003-10-25,105.09516762634811
2003-10-26,105.09513307451216
2003-10-27,105.40734865204254
2003-10-28,105.15402522057013
2003-10-29,105.25414589126328
2003-10-30,105.3110583282573
2003-10-31,105.11663121856118
2003-11-01,105.11659665966873
2003-11-02,105.11656210078762
2003-11-03,105.4551646291343
2003-11-04,105.1588583117208
2003-11-05,105.31566913396982
2003-11-06,105.37883678000156
2003-11-07,105.1923000150282
2003-11-08,105.19226543125833
2003-11-09,105.19223084749981
2003-11-10,105.06938000017848
2003-11-11,105.06934545682068
2003-11-12,105.54670572609929
2003-11-13,105.52640539747868
2003-11-14,105.34975305587031
2003-11-15,105.34971842033504
2003-11-16,105.34968378481118
2003-11-17,105.4748691255985
2003-11-18,105.42072756047908
2003-11-19,105.56844487623668
2003-11-20,105.51928904118425
2003-11-21,105.58956538586885
2003-11-22,105.58953067149119
2003-11-23,105.58949595712495
2003-11-24,105.863031282891
2003-11-25,105.77607016889483
2003-11-26,106.14606063111263
2003-11-27,106.14602573377763
2003-11-28,106.31601017158566
2003-11-29,106.31597521837682
2003-11-30,106.3159402651795
2003-12-01,106.31734435446428
2003-12-02,106.3002926543662
2003-12-03,106.62948265136515
2003-12-04,106.65756876110804
2003-12-05,106.64331444180782
2003-12-06,106.64327938099213
2003-12-07,106.64324432018796
2003-12-08,106.94836248913582
2003-12-09,106.97754141447464
2003-12-10,106.83424551286846
2003-12-11,106.81649096966332
2003-12-12,107.58545149396011
2003-12-13,107.58541612340072
2003-12-14,107.58538075285296
2003-12-15,107.82621079704725
2003-12-16,107.77002523447142
2003-12-17,107.76646595195088
2003-12-18,107.85918614886056
2003-12-19,108.10404550333152
2003-12-20,108.10400996227544
2003-12-21,108.10397442123107
2003-12-22,108.0732126980478
2003-12-23,108.14567400810145
2003-12-24,107.86023196389476
2003-12-25,107.86019650299659
2003-12-26,108.08413409344621
2003-12-27,108.08409855893636
2003-12-28,108.08406302443821
2003-12-29,108.1987444086144
2003-12-30,108.29944105150227
2003-12-31,108.2512555665495
2004-01-01,108.25121997709562
2004-01-02,108.54882436451702
2004-01-03,108.54878867723232
2004-01-04,108.54875298995933
2004-01-05,108.44150535180478
2004-01-06,108.27312198861935
2004-01-07,108.41496416947554
2004-01-08,108.59853068267627
2004-01-09,108.20560547646978
2004-01-10,108.20556990202415
2004-01-11,108.2055343275902
2004-01-12,108.54942502379359
2004-01-13,108.61506083109863
2004-01-14,108.69971478213328
2004-01-15,108.87942704435932
2004-01-16,109.06047499966031
2004-01-17,109.06043914416168
2004-01-18,109.06040328867483
2004-01-19,109.06036743319979
2004-01-20,108.99365466407629
2004-01-21,108.93794691195774
2004-01-22,108.91895028860509
2004-01-23,109.56272433164432
2004-01-24,109.56268831102261
2004-01-25,109.56265229041276
2004-01-26,109.45763607128266
2004-01-27,109.23146508432107
2004-01-28,109.654380992407
2004-01-29,109.33759819926614
2004-01-30,109.1588656963144
2004-01-31,109.15882980846814
2004-02-01,109.15879392063367
2004-02-02,109.41396881046687
2004-02-03,109.317378620012
2004-02-04,109.35243292860534
2004-02-05,109.283607357831
2004-02-06,109.02520882375202
2004-02-07,109.02517297984774
2004-02-08,109.02513713595525
2004-02-09,109.21466167370697
2004-02-10,109.39720257279336
2004-02-11,109.20103690900622
2004-02-12,109.5280078093875
2004-02-13,109.40390714187716
2004-02-14,109.40387117346934
2004-02-15,109.40383520507334
2004-02-16,109.40379923668915
2004-02-17,109.46249779867897
2004-02-18,109.49372568054429
2004-02-19,109.46591138304345
2004-02-20,109.39199024587877
2004-02-21,109.39195428138882
2004-02-22,109.3919183169107
2004-02-23,109.43035345150709
2004-02-24,109.59773406210932
2004-02-25,109.62495035018819
2004-02-26,109.68959319457439
2004-02-27,109.51902608392173
2004-02-28,109.51899007766657
2004-02-29,109.51895407142324
2004-03-01,109.53919285371303
2004-03-02,109.5565340967666
2004-03-03,109.6010178740037
2004-03-04,109.50718010320435
2004-03-05,109.31183950090164
2004-03-06,109.3118035627626
2004-03-07,109.31176762463541
2004-03-08,109.51853159776935
2004-03-09,109.34818810140933
2004-03-10,109.20402256100837
2004-03-11,109.04300791612025
2004-03-12,108.83682811527966
2004-03-13,108.83679233330876
2004-03-14,108.83675655134964
2004-03-15,108.80556003448694
2004-03-16,108.79675230817894
2004-03-17,108.75302857235151
2004-03-18,108.82157248756758
2004-03-19,108.78964239080956
2004-03-20,108.7896066243518
2004-03-21,108.78957085790579
2004-03-22,108.6358781267821
2004-03-23,108.73871443797613
2004-03-24,108.68444650643382
2004-03-25,108.70707651350703
2004-03-26,108.94961833338282
2004-03-27,108.94958251433023
2004-03-28,108.9495466952894
2004-03-29,108.96764096140308
2004-03-30,108.86617437277138
2004-03-31,108.90030705196591
2004-04-01,108.96403180948892
2004-04-02,109.38238477927247
2004-04-03,109.38234881794048
2004-04-04,109.38231285662033
2004-04-05,109.05722424839819
2004-04-06,108.82263197287962
2004-04-07,108.85622748713126
2004-04-08,108.86455887729032
2004-04-09,108.86452308620248
2004-04-10,108.8644872951264
2004-04-11,108.86445150406209
2004-04-12,109.00302704742302
2004-04-13,109.17947636919428
2004-04-14,109.04593773562723
2004-04-15,108.96864983804339
2004-04-16,109.04348107652577
2004-04-17,109.04344522661418
2004-04-18,109.04340937671438
2004-04-19,109.29237547404347
2004-04-20,109.37743715300358
2004-04-21,109.18992782341694
2004-04-22,109.17457688358422
2004-04-23,109.48518279971452
2004-04-24,109.48514680458592
2004-04-25,109.48511080946918
2004-04-26,109.42680954126793
2004-04-27,109.51605553424494
2004-04-28,109.69817898134806
2004-04-29,109.66861048752628
2004-04-30,109.35844142125154
2004-05-01,109.35840546779134
2004-05-02,109.35836951434295
2004-05-03,109.53016269765708
2004-05-04,109.51910017754933
2004-05-05,109.52887903436199
2004-05-06,109.39283412726546
2004-05-07,109.73376174626861
2004-05-08,109.73372566941543
2004-05-09,109.73368959257412
2004-05-10,109.03285503463107
2004-05-11,109.00440827487263
2004-05-12,109.19795191727867
2004-05-13,109.18865282386224
2004-05-14,108.94310402491215
2004-05-15,108.94306820800125
2004-05-16,108.9430323911021
2004-05-17,108.77605251760956
2004-05-18,108.96826988213904
2004-05-19,108.84670636543535
2004-05-20,108.77893310455724
2004-05-21,108.88504036467494
2004-05-22,108.88500456685344
2004-05-23,108.88496876904372
2004-05-24,108.8738129915566
2004-05-25,108.89613624830251
2004-05-26,108.57867527987942
2004-05-27,108.55319071829268
2004-05-28,108.7163523235149
2004-05-29,108.71631658115248
2004-05-30,108.71628083880182
2004-05-31,108.71624509646291
2004-06-01,108.6520531584283
2004-06-02,108.76063309524741
2004-06-03,108.6878107558669
2004-06-04,108.9343489571928
2004-06-05,108.93431314316025
2004-06-06,108.93427732913949
2004-06-07,108.75568177414269
2004-06-08,108.75778941517126
2004-06-09,108.89213460314441
2004-06-10,108.95014276398888
2004-06-11,108.95010694476386
2004-06-12,108.95007112555062
2004-06-13,108.95003530634915
2004-06-14,109.0426698410819
2004-06-15,108.61899348602704
2004-06-16,109.08112546171046
2004-06-17,109.02380453507658
2004-06-18,109.16140564531011
2004-06-19,109.16136975662882
2004-06-20,109.16133386795929
2004-06-21,109.04275641249008
2004-06-22,109.09234984051011
2004-06-23,108.91202242020485
2004-06-24,108.90269080985048
2004-06-25,108.96985417984337
2004-06-26,108.96981835413789
2004-06-27,108.96978252844418
2004-06-28,109.11478112435555
2004-06-29,108.9166698612898
2004-06-30,108.87854663312038
2004-07-01,108.91965038132592
2004-07-02,108.6102991156578
2004-07-03,108.6102634081622
2004-07-04,108.61022770067835
2004-07-05,108.61019199320623
2004-07-06,108.80826779151333
2004-07-07,108.70279152762336
2004-07-08,108.6478960159728
2004-07-09,108.66106361376266
2004-07-10,108.66102788957737
2004-07-11,108.66099216540381
2004-07-12,108.66666661689541
2004-07-13,108.66075773558173
2004-07-14,108.53593176621959
2004-07-15,108.55929503020438
2004-07-16,108.405408642701
2004-07-17,108.40537300256665
2004-07-18,108.40533736244403
2004-07-19,108.68659820996407
2004-07-20,108.79797375650438
2004-07-21,108.79295613143927
2004-07-22,108.64416980039039
2004-07-23,108.6425748545196
2004-07-24,108.64253913641281
2004-07-25,108.64250341831773
2004-07-26,108.70952027419247
2004-07-27,108.93411945938362
2004-07-28,108.76213663046141
2004-07-29,108.9384305859439
2004-07-30,108.96003177573476
2004-07-31,108.95999595325857
2004-08-01,108.95996013079414
2004-08-02,108.96484260400278
2004-08-03,108.91179001903882
2004-08-04,109.04244186029874
2004-08-05,109.05236829569132
2004-08-06,108.76406134004657
2004-08-07,108.76402558199901
2004-08-08,108.7639898239632
2004-08-09,109.09917895269074
2004-08-10,109.14485872875343
2004-08-11,109.02078966707806
2004-08-12,109.0536252483429
2004-08-13,109.0574140143647
2004-08-14,109.05737815987241
2004-08-15,109.05734230539193
2004-08-16,109.19746948522123
2004-08-17,108.98984409503444
2004-08-18,109.16835335149871
2004-08-19,109.04874060665806
2004-08-20,109.17970360935709
2004-08-21,109.17966771466003
2004-08-22,109.17963181997474
2004-08-23,109.30862898185137
2004-08-24,109.3155939659469
2004-08-25,109.18506474022756
2004-08-26,109.23480175576884
2004-08-27,109.24978065516832
2004-08-28,109.24974473743221
2004-08-29,109.2497088197079
2004-08-30,109.23113792575701
2004-08-31,109.2472435492504
2004-09-01,109.24514931104761
2004-09-02,109.3470479929728
2004-09-03,109.46652291491318
2004-09-04,109.46648692591936
2004-09-05,109.46645093693733
2004-09-06,109.46641494796715
2004-09-07,109.38083140622983
2004-09-08,109.27061177987535
2004-09-09,109.3622363786746
2004-09-10,109.32300935760853
2004-09-11,109.32297341579725
2004-09-12,109.32293747399777
2004-09-13,109.40704715376044
2004-09-14,109.40226916890278
2004-09-15,109.4147681071768
2004-09-16,109.31687197694124
2004-09-17,109.47563887186966
2004-09-18,109.47560287987878
2004-09-19,109.47556688789973
2004-09-20,109.3366988334682
2004-09-21,109.47276232112418
2004-09-22,109.35598696486257
2004-09-23,109.47753093133387
2004-09-24,109.42809146487835
2004-09-25,109.4280554885195
2004-09-26,109.4280195121725
2004-09-27,109.35589259184243
2004-09-28,109.38805624740647
2004-09-29,109.48598853426859
2004-09-30,109.44635577476454
2004-10-01,109.51541584978472
2004-10-02,109.51537984471649
2004-10-03,109.5153438396601
2004-10-04,109.45922369155427
2004-10-05,109.41026416179878
2004-10-06,109.54330435086472
2004-10-07,109.57591053828044
2004-10-08,109.41283083513365
2004-10-09,109.412794863792
2004-10-10,109.4127588924622
2004-10-11,109.41272292114418
2004-10-12,109.38034216801073
2004-10-13,109.48757224186214
2004-10-14,109.40712496382473
2004-10-15,109.54986222608436
2004-10-16,109.5498262096913
2004-10-17,109.54979019331009
2004-10-18,109.41743912304244
2004-10-19,109.44114729173668
2004-10-20,109.33099586368718
2004-10-21,109.35150444684926
2004-10-22,109.39046384042685
2004-10-23,109.39042787643874
2004-10-24,109.39039191246243
2004-10-25,109.41920063020113
2004-10-26,109.47627543804879
2004-10-27,109.65606908509893
2004-10-28,109.48848876791294
2004-10-29,109.54756713901803
2004-10-30,109.54753112337951
2004-10-31,109.54749510775284
2004-11-01,109.63876951212053
2004-11-02,109.6230661339384
2004-11-03,109.64872284840754
2004-11-04,109.91547328028103
2004-11-05,110.13420698538442
2004-11-06,110.13417077687801
2004-11-07,110.13413456838352
2004-11-08,110.04978094753498
2004-11-09,110.16991014411722
2004-11-10,110.1568403243061
2004-11-11,110.15680410835859
2004-11-12,110.05545753754417
2004-11-13,110.05542135492797
2004-11-14,110.05538517232368
2004-11-15,110.43361272667208
2004-11-16,110.44169138266095
2004-11-17,110.3866049087702
2004-11-18,110.55041075121137
2004-11-19,110.62939131087201
2004-11-20,110.62935493956527
2004-11-21,110.6293185682705
2004-11-22,110.7011741574915
2004-11-23,110.62046367772042
2004-11-24,110.68104840573112
2004-11-25,110.68101201744122
2004-11-26,110.67649684493986
2004-11-27,110.67646045814638
2004-11-28,110.67642407136488
2004-11-29,110.92820102722828
2004-11-30,110.84606010877008
2004-12-01,110.9329501705824
2004-12-02,111.0199285174349
2004-12-03,110.85547711217386
2004-12-04,110.85544066653753
2004-12-05,110.8554042209132
2004-12-06,110.9504412650464
2004-12-07,110.99438051782114
2004-12-08,110.96336600789128
2004-12-09,111.1354694428334
2004-12-10,111.07874489709991
2004-12-11,111.07870837806048
2004-12-12,111.07867185903307
2004-12-13,111.1500146098056
2004-12-14,111.24753986898256
2004-12-15,111.21951393520686
2004-12-16,111.49653008307558
2004-12-17,111.69897361051471
2004-12-18,111.6989368875645
2004-12-19,111.69890016462634
2004-12-20,111.62972228510836
2004-12-21,111.74990676652801
2004-12-22,111.8574939624394
2004-12-23,111.86415812805058
2004-12-24,111.86412135079311
2004-12-25,111.86408457354774
2004-12-26,111.86404779631444
2004-12-27,111.72289749903513
2004-12-28,111.73339657403321
2004-12-29,111.88985469650422
2004-12-30,111.76130382103163
2004-12-31,111.75270249913595
2005-01-01,111.75266575852142
2005-01-02,111.75262901791898
2005-01-03,111.73300315898804
2005-01-04,111.88358349235344
2005-01-05,111.83908365097628
2005-01-06,111.89905541435354
2005-01-07,112.01993758342677
2005-01-08,112.01990075495414
2005-01-09,112.0198639264936
2005-01-10,111.99491134963444
2005-01-11,111.7825614546437
2005-01-12,111.80554757998812
2005-01-13,111.7429588999635
2005-01-14,111.83036225473083
2005-01-15,111.83032548858435
2005-01-16,111.83028872244994
2005-01-17,111.83025195632761
2005-01-18,111.91511474214973
2005-01-19,111.7967819835423
2005-01-20,111.80585320402514
2005-01-21,111.75887229103675
2005-01-22,111.7588355483938
2005-01-23,111.75879880576294
2005-01-24,111.76183648064617
2005-01-25,111.82743654778372
2005-01-26,111.82399876316052
2005-01-27,111.7483395086904
2005-01-28,111.65107750027168
2005-01-29,111.65104079306812
2005-01-30,111.65100408587664
2005-01-31,111.8628951968774
2005-02-01,111.9614047164556
2005-02-02,111.91073489951339
2005-02-03,111.98952403654164
2005-02-04,111.75320400275933
2005-02-05,111.75316726197994
2005-02-06,111.75313052121263
2005-02-07,111.84719701730357
2005-02-08,111.84485909386784
2005-02-09,111.81432410443726
2005-02-10,111.99961780978369
2005-02-11,112.11163061230671
2005-02-12,112.11159375368842
2005-02-13,112.11155689508226
2005-02-14,112.0809196285675
2005-02-15,112.20144817408281
2005-02-16,112.27304198033346
2005-02-17,112.35289200095714
2005-02-18,112.40295315426478
2005-02-19,112.4029161998692
2005-02-20,112.4028792454858
2005-02-21,112.40284229111455
2005-02-22,112.48017577443008
2005-02-23,112.47773132913927
2005-02-24,112.6387093535131
2005-02-25,112.45291783366851
2005-02-26,112.45288086284619
2005-02-27,112.45284389203604
2005-02-28,112.54093945466992
2005-03-01,112.59592688810558
2005-03-02,112.64916328827455
2005-03-03,112.97513987215147
2005-03-04,112.83437185940569
2005-03-05,112.83433476317384
2005-03-06,112.83429766695417
2005-03-07,112.84539185086169
2005-03-08,112.84596550988543
2005-03-09,113.06991568362083
2005-03-10,113.03208291055401
2005-03-11,113.09309434740985
2005-03-12,113.09305716611854
2005-03-13,113.09301998483947
2005-03-14,112.9667122811736
2005-03-15,113.20095894908117
2005-03-16,112.96444774884344
2005-03-17,112.67035884104425
2005-03-18,112.79577160112188
2005-03-19,112.79573451758054
2005-03-20,112.79569743405138
2005-03-21,112.84730640881202
2005-03-22,112.8329585500133
2005-03-23,112.50916338917781
2005-03-24,112.47347661592396
2005-03-25,112.47343963834258
2005-03-26,112.4734026607734
2005-03-27,112.47336568321634
2005-03-28,112.59817743277688
2005-03-29,112.4410147803149
2005-03-30,112.29019577954422
2005-03-31,111.87086800865414
2005-04-01,111.92226483078224
2005-04-02,111.92222803442121
2005-04-03,111.92219123807226
2005-04-04,111.92126848395917
2005-04-05,112.08992851286582
2005-04-06,111.9010412757326
2005-04-07,111.89346473431995
2005-04-08,111.97137210156885
2005-04-09,111.97133528906296
2005-04-10,111.97129847656917
2005-04-11,111.78824805638513
2005-04-12,111.62125464688428
2005-04-13,111.4972625180595
2005-04-14,111.44978995325432
2005-04-15,110.9405251595406
2005-04-16,110.94048868594328
2005-04-17,110.94045221235794
2005-04-18,111.0433451096316
2005-04-19,111.1126382485123
2005-04-20,111.20396868435978
