,main_cad_ig_oas,short_cad_ig_oas,long_cad_ig_oas,main_us_ig_oas,main_us_hy_oas,spx_price_close,tsx_price_close,cad_3m_tbill_close,cad_long_only_agg_close,main_cad_ig_er_index,short_cad_ig_er_index,long_cad_ig_er_index,main_us_ig_er_index,main_us_hy_er_index,cad_3m_tbill_index,ytm_1x_index,ytm_3x_index,ytm_5x_index,ytm_8x_index,ytm_10x_index,ytm_1x_index_net_fees,ytm_3x_index_net_fees,ytm_5x_index_net_fees,ytm_8x_index_net_fees,ytm_10x_index_net_fees
2009-02-27,3.447549,2.960764,3.421521,5.152639,15.407917,735.09,8123.02,0.696,162.8307,91.94424359354825,100.5546879461634,80.89224198305787,84.20683979096262,81.15248831426018,122.86695114587128,121.34112310502579,119.66569227567656,117.47549612808714,113.26681337466712,109.88235603804475,107.82528451344835,103.84934378073697,99.53944829020013,92.6507641125423,87.82637675794399
2009-03-31,3.318192,2.782515,3.613177,5.533701,14.877394,797.87,8720.39,0.405,165.9027,92.57629498784095,101.3877966079068,80.24873449101361,82.00552479478883,82.44530669442281,122.9083419662424,122.37709915668245,122.6702556087747,122.37166758328517,120.80286517718335,119.01400683077952,108.5088276017449,105.97037099022029,102.97443521103204,97.80547105273605,93.94968466767175
2009-04-30,2.889757,2.340234,3.473873,4.499032,12.210525,872.81,9324.83,0.354,165.1862,94.64882272204454,102.75982189611348,83.45031473013408,86.42244240697639,93.3392914952664,122.94454123128898,124.05888887832663,127.67613228773473,130.67733655248597,133.906331829815,135.14453851018428,109.67677107990814,109.54885745657168,108.82069655795976,106.73331659145022,104.68689563054743
2009-05-29,2.336605,1.946027,2.810962,3.578915,10.766647,919.14,10370.07,0.275,164.231,97.73184437975185,104.14593269209864,89.74275135735313,90.81103798501002,100.28678324377445,122.97268057227976,125.75023695949766,132.8612016414112,139.50965950912803,148.37562192278062,153.3935095225562,110.84710056873648,113.22988993337579,114.97263199965057,116.43850366791617,116.60658119131261
2009-06-30,2.005282,1.612801,2.554069,3.075967,9.490651,919.32,10374.91,0.249,166.4603,99.51247069574718,105.15642214301499,92.80550005252451,93.38340230115469,103.45580547956443,122.9981683286577,126.98580904903301,136.74484941902787,146.29486867285226,159.91093841955245,168.29557768005813,111.67114492507481,115.93931523239362,119.62017130619631,124.02618519564992,126.12857931427884
2009-07-31,1.576175,1.247581,2.045304,2.477648,8.342937,987.48,10787.15,0.269,167.4792,102.00233242003718,106.5786532884213,97.95597236363449,96.96803812623533,109.31598716189053,123.02570648227774,128.72100811725767,142.3123245708767,156.20841634047144,177.23551065290087,191.08089743704195,112.86570616676663,119.845250632111,126.4004613248821,135.33369576803807,140.52775795412006
2009-08-31,1.508673,1.189206,2.035601,2.337669,8.44517,1020.63,10868.21,0.252,168.9955,102.51910989684679,106.8753469434456,98.55810184839541,97.70475182621901,110.47667479825895,123.05151208870802,129.0954921218992,143.51868746584495,158.4022805601376,181.20485388492324,196.424182138658,113.04123241627542,120.59879416958303,127.79340678061124,137.78577829451692,143.73899258498554
2009-09-30,1.449414,1.08576,2.054514,2.197302,7.479607,1057.08,11394.96,0.308,170.6191,102.84051345751999,107.21885178979613,98.65651408425306,98.4764356807127,116.04720371430888,123.08305081269995,129.53262055358724,144.92721229224387,160.9751083678262,185.8952646872629,202.7711809412158,113.26284664466833,121.49416683285912,129.44044788804143,140.69087968665684,147.55499088505522
2009-10-30,1.261307,0.917651,1.941617,2.06542,7.328385,1036.2,10910.75,0.309,170.6734,104.10191097416914,107.94856614006119,100.02048873315978,99.35003589786602,117.98332713777413,123.11469990023298,130.4365881597346,147.91131677157426,166.48078657888558,196.04878353893565,216.60651145843087,113.8307673237931,123.50903962324571,133.0847193505692,147.09357127102524,155.97726145526894
2009-11-30,1.309216,0.950329,2.003558,2.074731,7.34973,1095.63,11447.2,0.31,172.7516,103.95915914670759,107.94027461069598,99.61938656924207,99.27507728928143,117.5560493387114,123.14645943125858,130.449223278989,147.9029224947273,166.44576366732167,195.96236482476624,216.47775576247122,113.7188967455233,123.36868397583454,132.91303742808432,146.86992288061816,155.71614463303027
2009-12-31,1.24234,0.897429,1.958698,1.715006,6.219004,1115.1,11746.11,0.339,170.125,104.59439431153241,108.25233534160921,100.92735723669253,101.48117202780693,123.9649100829741,123.18119436961535,130.85215782852492,149.2149579184325,168.8846972557135,200.5334168306414,222.7790493562823,113.9131057553485,124.1857034394102,134.44650417608105,149.64716650603782,159.42597767127967
2010-01-29,1.112745,0.791049,1.734924,1.723818,6.319368,1073.87,11094.31,0.224,173.3448,105.46837356501622,108.7373198767432,102.83419899171038,101.36813316509688,123.77096326220199,123.20416461930192,131.45176379019406,151.23571285513538,172.68508193351474,207.7412347909827,232.78260532307772,114.25225562457264,125.50126334965643,136.89473605676775,154.08181688105466,165.3646372233919
2010-02-26,1.086983,0.778872,1.692216,1.727554,6.536952,1104.49,11629.63,0.207,173.4232,105.70953438395878,108.85529225719708,103.00045412624625,101.31726764955597,123.47890587103069,123.22539720080823,131.60595374533125,151.74126926036104,173.63704254493194,209.56260346056897,235.3286295586067,114.26131928894274,125.74269154664984,137.41056805600311,155.08868975025257,166.7502349250768
2010-03-31,1.043428,0.768951,1.60567,1.517857,5.748375,1169.43,12037.73,0.298,172.3151,106.21536719113014,109.01138421497637,104.20651219372401,102.61151063727422,128.22279997286182,123.25595645801872,131.81621343043034,152.41887379684482,174.91039342114732,212.00091164852557,238.74162554554954,114.31162835259848,126.10457854659143,138.1410006281961,156.48018289625858,168.65284498239828
2010-04-30,1.17794,0.931665,1.638002,1.43426,5.451725,1186.69,12210.7,0.47,172.1814,105.8412309952751,108.6425518272819,104.06216950129374,103.14280636036126,130.14041682443596,123.3041280258993,131.41062896337803,150.9184999550689,172.0050244566649,206.32757568304245,230.73715275630923,113.83648734489167,124.72708762562105,135.69725022674444,152.12368833226282,162.8162066041773
2010-05-31,1.445464,1.141917,1.978097,1.864126,6.784652,1089.41,11762.99,0.495,174.6025,104.24357984005992,108.03601567038746,99.7769663672359,100.46185871461506,123.72738729645727,123.3548759470114,130.7199896253908,148.44022168785412,167.2599180605141,197.17991840311024,217.93093574066006,113.11530704747244,122.54424513683257,131.807261973093,145.21495303889836,153.60390774899403
2010-06-30,1.414752,1.115982,1.867302,1.936079,6.975414,1030.71,11294.42,0.607,177.4603,104.6154896598553,108.26020768866601,101.01203459224979,100.3764138945411,123.38002513117021,123.41710003165872,131.04617552830987,149.42669934911788,169.0656465005455,200.53620108165765,222.54491337161656,113.25141943020402,123.124011578686,132.89583844280907,147.18268949246863,156.2271983694067
2010-07-30,1.278197,0.950354,1.786686,1.753142,6.462212,1101.6,11713.43,0.686,178.3825,105.31102574285885,108.83103994656267,102.05307977256271,101.64245056158742,126.79507565237888,123.4874326094645,131.80078763023067,151.86294149457237,173.60497254519868,209.09264521448415,234.38728219129158,113.70181038649115,124.71731487135489,135.80683729422574,152.38559068396995,163.1502003267302
2010-08-31,1.4116,1.077454,1.948541,1.85182,6.825044,1049.33,11913.86,0.673,181.9385,104.76149701387874,108.59725998965347,100.60445671580713,100.97026565826002,125.03997314339563,123.5564757664685,131.5802482316799,150.95639895995572,171.8227997448656,205.59871164917212,229.46370114910883,113.38879771554934,123.8381668034779,134.26606445104068,149.67470801673144,159.54689338918385
2010-09-30,1.232413,0.867922,1.803535,1.748784,6.20635,1141.2,12368.65,1.012,183.3694,105.67037423829211,109.32936733190111,102.06427969707099,101.76219766527619,128.51435509395347,123.6601948519671,132.56665899363534,154.123408005264,177.74426148205842,216.84230436296897,245.10625489071646,114.0072712405744,125.93288728678891,138.07593330796124,156.4948329810618,168.6453499033712
2010-10-29,1.263864,0.913081,1.817777,1.684659,5.726719,1183.26,12676.24,0.993,183.4931,105.62715399852489,109.27905942352334,101.81849564320409,102.32005090952339,131.5918690782351,123.76206087260735,132.60368730851044,154.02461774566197,177.46675264754785,216.2044125167526,244.15964680337706,113.91602788739776,125.71620347817046,137.71128453782697,155.865507907954,167.81195867819486
2010-11-30,1.288803,0.929875,1.854228,1.709158,6.095336,1180.55,12952.88,1.012,181.4726,105.6777810934364,109.3479893758359,101.84450925065597,102.31834421107422,130.84683934083094,123.86595253586093,132.78746642853164,154.4323929422668,178.16047154566866,217.45868299645537,245.8841116386782,113.94568455557892,125.88373879662167,138.0424741145956,156.4910615730926,168.66540473512697
2010-12-31,1.246659,0.922739,1.784864,1.556137,5.302711,1257.64,13443.22,1.049,181.8266,106.12439230478223,109.57216259537542,102.65230628934414,103.55491051367028,135.25641184679517,123.97371488650721,133.16402414279023,155.5035317877875,180.12667769638173,221.19601981979727,251.11814900802204,114.11577391791934,126.51037245893369,139.21073159837306,158.6335429295678,171.5623868269889
2011-01-31,1.167963,0.865801,1.696782,1.489869,4.880972,1286.12,13551.99,1.014,180.4764,106.69432804743546,109.82642808584286,103.89048814257558,103.96774666212048,137.95630295546437,124.07798894467817,133.57381498952677,156.7037700941893,182.352945986672,225.4697589604052,257.1354694699097,114.30954679445233,127.22426272483094,140.54546176557082,161.09318632987848,174.89929105417625
2011-02-28,1.084381,0.784096,1.671867,1.389426,4.603316,1327.22,14136.5,1.021,180.9953,107.21440741561612,110.15949979256308,104.63480635034865,104.67985918739812,139.9369471152481,124.18306781018164,134.08076748445956,158.24898185342047,185.25712425387297,231.11197473926612,265.1297311089132,114.57340788112953,128.1738531904158,142.31907763035213,164.37190429578715,179.36071567988904
2011-03-31,1.204594,0.911435,1.803655,1.417684,4.665558,1325.83,14116.1,0.956,180.8886,106.63813426433349,109.88362295085257,103.21010824421488,104.61364498926773,140.48774733531053,124.28156946092307,133.8400345850911,157.1722380583702,183.06872038014333,226.6455481665017,258.67793379057014,114.24400020266796,127.16336133281949,140.48423750470926,161.01782002786743,174.80241739599975
2011-04-29,1.152859,0.830206,1.778347,1.372597,4.614024,1363.61,13944.79,0.986,182.3844,107.00957727998434,110.19267503574677,103.84518790697076,105.05818602773932,141.19821494674733,124.3832288818444,134.31466180159052,158.61371299023529,185.77747611320203,231.91143254133902,266.14314292630394,114.48352335792707,128.0379795968764,142.12217538116698,164.04997974413288,178.92994364775726
2011-05-31,1.164105,0.853495,1.83287,1.468956,4.934049,1345.2,13802.88,0.967,185.3246,107.02267846253073,110.19020010826549,103.3713890448858,104.65155306580967,140.0515964865043,124.48301952185103,134.40808229886875,158.71690939086477,185.890000531031,232.03627385605876,266.27445652121685,114.43954873888747,127.98304706782733,142.05481613806955,163.96117406293257,178.82504541676258
2011-06-30,1.211998,0.880965,1.861764,1.54138,5.223126,1320.64,13300.87,0.9,185.1793,106.8903106733547,110.21375987495064,103.19558635725106,104.28641123897668,138.96567282076307,124.57599886715646,134.52588356634055,158.92388652871082,186.21190342310555,232.5869225762807,267.0202206632225,114.41629429268474,128.00746041633676,142.1335473989565,164.14144069201726,179.08665287638686
2011-07-29,1.212426,0.856835,1.87458,1.524912,5.368879,1292.28,12945.63,0.924,189.6524,106.91520649561363,110.32896852242311,103.05956941465288,104.62724425964436,138.32791487917328,124.67151853228637,134.75831591738068,159.53072611669197,187.3122424217871,234.69067805190792,269.99366947509355,114.47932853595258,128.30545719652105,142.7170067709749,165.2527724891087,180.6174172028978
2011-08-31,1.555471,1.200572,2.189188,2.083584,7.064858,1218.89,12768.7,0.944,191.6568,105.13272365698323,109.33896131220864,99.20770976301469,101.14092951176792,130.00743546802505,124.76917166441699,133.6432938498065,155.34771949340575,179.039193447425,218.00725803550347,245.9552405653783,113.4085022455569,124.80267415545505,136.25951842432053,153.32705937457672,164.34144830395869
2011-09-30,1.627261,1.257998,2.185167,2.384848,8.021984,1131.42,11623.84,0.815,195.9412,104.98211787636289,109.22970216833818,99.51582708384247,99.20082801932448,124.97336425621913,124.85359582958428,133.58891221845622,154.974037346699,178.25070550635232,216.3936105449183,243.6431761358423,113.23991325133854,124.3677238593115,135.51231973669036,152.02662297693448,162.61915091542448
2011-10-31,1.599931,1.25479,2.142745,2.008685,6.672744,1253.3,12252.06,0.911,195.1848,105.26849859571783,109.33997829105331,100.3028121766373,101.91321277132693,132.8506141171995,124.94798704045749,133.81351606529438,155.5475135111263,179.27023288568117,218.28670106167672,246.26661038272482,113.2978252299192,124.64477729036008,136.04677783211474,153.017594927416,163.9582702843343
2011-11-30,1.688691,1.324879,2.300576,2.445005,7.327125,1246.96,12204.11,0.871,196.2242,104.8468287816329,109.17938629133812,99.16798615967082,98.98187997498886,129.4059066306441,125.03831840868838,133.70244049854676,154.96147933572024,178.06821928120203,215.86126135346174,242.80687545917817,113.08145753642427,124.04059849802522,134.98769651637417,151.15217195864457,161.4778464414497
2011-12-30,1.653526,1.299441,2.13333,2.34528,6.959609,1257.61,11955.09,0.801,200.0095,105.31378405450937,109.44481120555713,100.48375394179637,99.9651145000828,132.00108126734557,125.12147663137408,134.10513390605516,156.1816526571742,180.33613579650108,220.1848529346725,248.85074475797245,113.26718058149827,124.7569622077504,136.32516660540009,153.58683566736445,164.7461937944942
2012-01-31,1.542383,1.170371,2.031909,2.049363,6.433748,1312.41,12452.15,0.868,200.9287,106.06677550422343,110.00258355248891,101.93397064799825,101.7351927839312,135.38687600158264,125.21162309309499,134.87389995792677,158.6688958328911,185.04616985576578,229.30209611515212,261.69143881438157,113.7151497339556,126.33124829619472,139.2265300729245,158.8515525705967,171.82077172128274
2012-02-29,1.445811,1.091514,2.011453,1.814847,5.775298,1365.68,12644.01,0.942,199.9943,106.6770964584878,110.47305030200705,102.32893522340775,103.4439696371918,139.23164666102596,125.30949238189197,135.54479131847813,160.8153610265459,189.1323023690629,237.3075601250755,273.066129863379,114.09159004389456,127.66796663526011,141.71196555235582,163.41976677280243,178.01120524112656
2012-03-30,1.326773,1.020411,1.920107,1.762537,5.785253,1408.47,12392.18,0.911,199.254,107.47138638267262,110.95794303331463,103.46706117661759,103.79445332291803,139.83794478957608,125.40422825746884,136.2307789061151,163.0409565401008,193.41008279843797,245.79976447761075,285.2350832956436,114.47768974388839,129.05263151891714,144.30636254816426,168.24066600555935,184.5908209816317
2012-04-30,1.387548,1.059576,2.029252,1.849452,5.792021,1397.91,12292.69,1.065,199.4149,107.16543683991841,110.99024289053163,101.73881360564252,103.29658039277494,139.76839638773498,125.51498491321095,136.37927154996643,163.3135949379358,193.84610804347454,246.5685543763825,286.29327922350654,114.47869786693765,129.11763226880296,144.4504591302465,168.53354798499876,185.00351460893424
2012-05-31,1.593879,1.281314,2.295382,2.085887,6.527401,1310.33,11513.21,0.946,203.41,106.36630632071189,110.50416001189012,100.01266202460239,101.65246037095335,136.60773956296904,125.61350611434497,135.87755084822325,161.2823194970975,189.73717082943378,238.1025162151138,273.9556268619185,113.93394971958708,127.37228066712977,141.23260110505117,162.56491872558422,176.83115066231926
2012-06-29,1.597952,1.304887,2.262355,1.990556,6.176439,1362.16,11596.56,0.879,203.3573,106.46910829210779,110.64764634854076,100.06349546032965,102.47661989170611,139.76634000266736,125.705149383157,136.1416623355439,162.0146519163899,191.0914438508803,240.72950992069912,277.68963556452076,114.01763236125082,127.74699499030211,141.95984756913018,163.94027976333138,178.717546353006
2012-07-31,1.50624,1.229916,2.094204,1.782741,5.943656,1379.32,11664.71,0.967,204.999,107.19583235519505,111.16661368477993,101.48946231000653,104.1331923686049,141.50961481292583,125.80600057846561,136.87795247128312,164.4106549491848,195.70999881127636,249.93504360170215,290.9134088989225,114.43714021574407,129.23560305036628,144.7459859457456,169.11856807851888,185.7875928063494
2012-08-31,1.405421,1.149736,1.983387,1.715985,5.74018,1406.58,11949.26,1.032,204.6832,107.9612899231271,111.63636043923249,103.07155515069704,104.5711172197876,143.14253954132892,125.9136853342893,137.56196988684908,166.62173159571282,199.9959929310246,258.57693506277485,303.4307640645639,114.81821442925629,130.59432469210677,147.30756451923904,173.93377396668262,192.4120173263631
2012-09-28,1.315506,1.025958,1.973981,1.556477,5.518998,1440.67,12317.46,0.975,206.2968,108.54182153052754,112.20375559025568,103.45169644539499,105.79473732513385,145.253557046021,126.0155358564643,138.36081047224846,169.28304596660155,205.22333869624117,269.2781007931749,319.0725903660605,115.27959558747062,132.2474742477009,150.44506304369526,179.89264341128163,200.6664383350074
2012-10-31,1.286775,1.002886,1.970776,1.372355,5.398743,1412.16,12422.91,0.992,205.7077,108.85041786873919,112.43249192232688,103.77993109142783,107.35384389062071,146.77569085833983,126.11923804052041,138.7450692469742,170.44337673737925,207.46674637302266,273.86856068497815,325.8128209978459,115.44593697646958,132.89661424064684,151.70490665485474,182.33423445984718,204.0854083004256
2012-11-30,1.251355,0.964567,1.955528,1.492117,5.448214,1416.18,12239.36,0.958,206.9171,109.15592833657139,112.71806145721024,104.1166959300202,106.41657397991861,147.29812425238103,126.21948382741414,139.19605734565025,171.8632246394102,210.24890867542766,279.6279946580003,334.3197156200549,115.65895869815976,133.71566559121203,153.29491601353763,185.42620947150743,208.42744691774732
2012-12-31,1.221959,0.945455,1.97973,1.414268,5.086949,1426.19,12433.53,0.928,206.541,109.56094485930856,112.9672010612685,105.0590821740568,107.05859261989966,150.01488496416695,126.31668083977966,139.59917808584134,173.12068673199263,212.71664728718042,284.76422804849096,341.9384187501509,115.83753082806665,134.42455212621107,154.68360548385206,188.1510809325362,212.27349036814954
2013-01-31,1.160873,0.90776,1.864567,1.370265,4.758147,1498.11,12685.2,0.932,204.94,110.14438756774896,113.22830554209744,106.84396348942732,107.42812355228799,152.82785907659553,126.41437019782137,140.01803278928202,174.4403977629552,215.32151781506457,290.2259260728667,350.0773667670031,116.02665268874492,135.17220919174923,156.15173380980247,191.04579679893925,216.3734089233829
2013-02-28,1.134014,0.875715,1.858411,1.367834,4.704114,1514.68,12821.83,0.959,206.8347,110.45576685284686,113.48640946458065,107.41693988619063,107.47965467459355,152.87446546049952,126.51495499844289,140.43681080046215,175.75740292615953,217.92882158478406,295.72494879840747,358.3064205730081,116.21514410974325,135.91561616620868,157.61563332536718,193.94731969706675,220.49807631618194
2013-03-29,1.068584,0.808126,1.818669,1.384484,4.577758,1569.19,12749.9,0.979,207.7964,110.84154024592642,113.76667436653027,108.06888014859489,107.35042543699902,154.21315963713334,126.61770985732078,140.88585697669367,177.18748401272975,220.77842752907836,301.7827638480485,367.4159335886416,116.42435127300192,136.73090249231427,159.22280483224003,197.14633173880856,225.0607404264906
2013-04-30,1.117043,0.861074,1.857615,1.344407,4.300623,1597.57,12456.5,0.988,210.1513,110.79231108424159,113.75101324613696,107.7918045081595,107.88032323951985,156.12646997169853,126.72148932463489,140.97006153256606,177.24460204037865,220.7888127847042,301.67232924254733,367.1803241781279,116.36823841067805,136.6273577612144,159.05839002100117,196.86133928173743,224.67343150000966
2013-05-31,1.069756,0.822984,1.768004,1.330403,4.403739,1630.74,12650.42,1.014,206.8735,111.27975182816472,113.98826032193404,109.39742918930928,108.05243658601941,157.05573628223476,126.8280745307122,141.37076597405422,178.48776360027264,223.2583707641814,306.9341489959993,375.11637942446214,116.54260534884318,137.31651238596567,160.4246514265893,199.59931496220176,228.59483262035275
2013-06-28,1.149891,0.905968,1.867806,1.518008,4.918033,1606.28,12129.11,1.017,202.6871,110.86636424208585,113.78522329276599,108.20352253380034,106.77749887363181,154.45780824386634,126.935063532508,141.22629579063496,177.66951428611338,221.43953749900493,302.79348638362774,368.719589565121,116.29768270336686,136.5387527945535,158.94450753987454,196.69114461266471,224.44984556474728
2013-07-31,1.115302,0.886294,1.834438,1.382047,4.467832,1685.73,12486.64,1.006,203.0157,111.2056385986031,114.00271805782893,108.82199980214563,108.02264837239706,157.35138993194528,127.04098990131021,141.60219125198245,178.8216217528758,223.72201522992063,307.6508399865505,376.04409487828667,116.45406876819884,137.16603502404925,160.19121022780183,199.19262962617518,228.03370300227476
2013-08-30,1.15587,0.926655,1.872303,1.398962,4.508838,1632.97,12653.9,0.992,201.686,111.11241713587867,113.9939626490821,108.4527798154569,107.90800825658538,157.17199046525607,127.14553596404664,141.6959096194497,178.91250652522075,223.8013565950473,307.68906333776033,376.03305521476943,116.40541366820263,137.08765765662557,160.07507078870876,199.00231997853496,227.78081247021422
2013-09-30,1.178366,0.940653,1.871732,1.410414,4.595302,1681.55,12787.19,0.971,202.7251,111.06595881202581,113.98345810542398,108.50394024527925,107.75213513865873,157.44735893599102,127.24796284658292,141.78505740509863,178.99209550641,223.8596677291128,307.6841706562867,375.9577728772662,116.3529731358557,137.00063453697987,159.94395344469382,198.78430316896873,227.4892874057926
2013-10-31,1.176732,0.94902,1.838816,1.309532,4.14168,1756.54,13361.26,0.91,204.7072,111.37557183210815,114.16935600691728,109.08438966889717,108.64145230072675,160.70148724837443,127.34405907262516,142.11142103142615,179.98794659968243,225.83534114059412,311.90506198894604,382.341573311964,116.47384597125283,137.52280014273003,160.99702029579257,200.9198071817961,230.56389250964432
2013-11-29,1.112398,0.872954,1.788932,1.251584,4.035413,1805.81,13395.4,0.941,204.2509,111.76155390009379,114.48213779971452,109.97557640717517,109.14858082233583,161.84327613631874,127.44348992715639,142.5997365814342,181.5926121668943,229.0861653822759,318.95834448509805,393.0826246700656,116.70714579951284,138.43875621802937,162.81914678679757,204.59740753016175,235.85791450013542
2013-12-31,1.105182,0.871857,1.740883,1.137317,3.80385,1848.36,13621.55,0.916,203.2585,112.06098545530293,114.71542721048003,110.73139455359112,110.26965571933431,164.1271453302768,127.54036574376566,142.98670066432518,182.82548039031795,231.57513116068696,324.37365055798864,401.35845186774776,116.86923940496803,139.11061581911878,164.17336961852257,207.36227201064273,239.8622886777428
2014-01-31,1.088171,0.854662,1.750804,1.157984,4.037247,1782.59,13694.94,0.885,208.6727,112.28158871127023,114.82391588430151,110.90484310270593,109.99942559293885,163.47289185593252,127.63404737192766,143.21490117837757,183.463065279231,232.82073586342008,327.0387032442729,405.41515682065625,116.92052890096723,139.39531769106213,164.77331004398334,208.62011003640694,241.70290079055624
2014-02-28,1.044836,0.807942,1.72891,1.089675,3.631557,1859.45,14209.59,0.837,209.4102,112.66682347369093,115.08632757222854,111.67518148860674,110.70078193051943,166.3829022289805,127.72273241399098,143.62963568321237,184.83290497642093,235.62325711120252,333.217533547406,414.9277975196521,117.10103144333375,140.15207861549874,166.30800229133882,211.77894778562484,246.30169883163586
2014-03-31,0.99952,0.762425,1.681503,1.055128,3.563995,1872.34,14335.31,0.893,208.9045,112.97131007080152,115.2956005502859,112.41286418419969,111.01967213798758,167.3657776111468,127.81739259969093,143.9851547976096,185.9626127514116,237.92031266944434,338.2837892604607,422.74538950527295,117.23994384363196,140.75158489433346,167.53349621045908,214.32151100665484,250.0201207799165
2014-04-30,0.99282,0.752933,1.682866,1.016577,3.398077,1883.95,14651.87,0.954,209.9861,113.0997234292459,115.3990610574397,112.33524984625237,111.47832104831093,167.73818320290937,127.91856580535229,144.2161942121035,186.59475653950994,239.1560721533736,340.9515140987847,426.8378843866251,117.29225799281188,141.02910611491146,168.1193950876696,215.56145672442204,251.84800335246535
2014-05-30,0.988332,0.751788,1.680401,1.011834,3.512743,1923.57,14604.16,0.939,212.7351,113.2839018048615,115.51866526028208,112.66331595660834,111.51115587299249,167.98884443436043,128.01823386055105,144.46587618192385,187.30459719215216,240.56160752280374,344.0154350837861,431.5583969272006,117.35722702363627,141.35570910921152,168.8049529015592,217.0101860472655,253.98434767089236
2014-06-30,0.988193,0.753356,1.664744,0.993022,3.374222,1960.23,15146.01,0.946,213.226,113.41268294443327,115.57113268285664,112.97287081016387,111.80310546040668,169.6304583003881,128.1187199513212,144.63271067259706,187.69104715853203,241.27645959347367,345.50645531481194,433.82086196181444,117.36472739656365,141.47388723414898,169.07641770374994,217.61051024799264,254.8830621717059
2014-07-31,0.980908,0.738306,1.674372,0.985875,3.861485,1930.67,15330.74,0.963,214.7163,113.51481900431256,115.68083395771052,112.99342622400779,111.86446300468336,167.74903599824103,128.22108419572362,144.87336511260466,188.35966282401446,242.59400772874477,348.3770509566719,438.2487806155969,117.42301246659976,141.7724356001622,169.70604625859815,218.94759939644365,256.86046316163856
2014-08-29,1.011509,0.763318,1.709727,1.015052,3.632685,2003.37,15625.73,0.939,217.1299,113.43632010152649,115.74904978868703,112.43933019042476,111.72526334149883,169.03030481268596,128.32098795884673,145.05946266869537,188.823768465532,243.4778536983339,350.26260108180594,441.1376128344093,117.44346400207723,141.93925110715406,170.07585537506665,219.7539451416005,258.06393103745376
2014-09-30,1.026797,0.78131,1.721813,1.113015,4.256017,1972.29,14960.51,0.917,215.545,113.41774603847308,115.78451877001376,112.32059875531688,110.98884973048864,166.1898502681886,128.41863684675633,145.20207273356044,189.12512638988238,244.01565598786817,351.35826611474573,442.7879018178028,117.43212681141746,142.00154509338893,170.23909567769354,220.13658187553852,258.647706823529
2014-10-31,1.130387,0.888605,1.798077,1.174221,4.156689,2018.05,14613.32,0.89,216.8045,113.05049143755828,115.5829633954293,111.1942365589387,110.706404195806,166.7639215298685,128.5134943485638,145.04432364418747,188.26120834882894,242.05144446717082,346.69508462807426,435.3696853780281,117.17776196325993,141.19957455032196,168.68495259759902,216.97728766377548,254.03522198217098
2014-11-28,1.122512,0.88113,1.788758,1.237096,4.485486,2067.56,14744.7,0.909,220.1754,113.22763364410653,115.73448688129253,111.5432719316701,110.1882185155586,164.4997610967006,128.61044008028355,145.33165980996955,189.12776022670576,243.80022335143235,350.56339507191836,441.36889381359225,117.26753994920647,141.62243679776736,169.5660614351317,218.83598490002615,256.7775161096091
2014-12-31,1.186777,0.932135,1.877664,1.307253,4.824527,2058.9,14632.44,0.924,221.618,112.99067651379784,115.70929264084333,110.38085383991762,109.77106024472711,162.374027738907,128.70905318618185,145.39920692342224,189.1333204066613,243.70124510962702,350.1921305817757,440.70929848642237,117.19543581708565,141.47369802695295,169.31414923888053,218.36796067801356,256.1165505916565
2015-01-30,1.241859,0.991527,1.94324,1.360909,5.084298,1994.99,14673.48,0.592,232.2577,112.75390568106994,115.6529179163758,109.25477817187333,109.40137107261371,160.30984141631504,128.77237801417013,145.3876477872734,188.93398914873973,243.2069362950734,348.96997079458896,438.74180060688576,117.05958907815774,141.1718544121627,168.78792306255994,217.3701027306191,254.69663095648917
2015-02-27,1.213661,0.9639,1.906345,1.231413,4.280432,2104.5,15234.34,0.577,231.9657,113.19925203741657,115.85823075890683,110.52405102002396,110.504517609797,165.82905596672933,128.83413291959275,145.70321564503237,190.01488565745802,245.46183604306705,354.0639822256194,446.70398909394686,117.16813230737841,141.7288017515469,169.96320985347248,219.8676819836753,258.3917467946487
2015-03-31,1.208252,0.970063,1.888633,1.297975,4.640165,2067.89,14902.44,0.546,231.1361,113.34934632167052,115.93931066595651,110.78225730801694,110.02483186444016,164.00943197680255,128.89260626438988,145.85903011241112,190.48403929160656,246.41144840994906,356.17708430049976,449.995204120106,117.16693115977293,141.89618066527362,170.36613725612335,220.78127952573632,259.7728272285723
2015-04-30,1.184654,0.948743,1.855351,1.277478,4.38974,2085.51,15224.52,0.663,227.8939,113.65160028809149,116.09806172647896,111.48153153348375,110.12279687448394,166.2873934195091,128.9636039425676,146.12679798346616,191.3553740640548,248.2134156758649,360.2448470998628,456.36674879367985,117.24223770417686,142.31767910639496,171.26877328099573,222.72190848127545,262.6608692109461
2015-05-29,1.184956,0.946464,1.884481,1.326884,4.307518,2107.39,15014.09,0.634,228.2677,113.678234540619,116.18383845742433,111.21430472832141,109.72138826759677,166.77982526626408,129.0315425204086,146.29942417067605,191.86418899326625,249.2401914675654,362.5335385131853,459.9404724538556,117.25237245717128,142.5087340224243,171.71380916801613,223.7202552819503,264.16814659916963
