,cad_ig_er_calc_index,levered_er_index,credit_fund_estimated_index
2008-01-16,100.66156794719554,101.46356197088585,134.32534802838097
2008-01-17,100.55220190257658,101.13281644533008,133.9006268829268
2008-01-18,100.499608625657,100.97409230368358,133.70366686161822
2008-01-22,100.354205114346,100.535689955682,133.1748027589452
2008-01-23,100.3314864807839,100.46737774611712,133.0966999348979
2008-01-24,100.51410104033955,101.01593040645075,133.83570489418847
2008-01-25,100.51829775986403,101.02855021226688,133.86475972251313
2008-01-28,100.5419629609306,101.09980651290162,133.99621652391292
2008-01-29,100.67551613623581,101.50265580598915,134.54256289037008
2008-01-30,100.68136884216531,101.52032480872852,134.57832434628557
2008-01-31,100.7170617339628,101.62826237090762,134.7336580200265
2008-02-01,100.700909279053,101.5793331939309,134.6810010987411
2008-02-04,100.74717453937974,101.71923942426906,134.90323519564086
2008-02-05,100.68782860798255,101.53945038027953,134.67697529200774
2008-02-06,100.6875063291106,101.53844198328704,134.68775504140868
2008-02-07,100.70327569781415,101.58611651970008,134.76307152795957
2008-02-08,100.60229397114404,101.28048209571548,134.36956049962728
2008-02-11,100.4724611912444,100.88825840385583,133.88509807590512
2008-02-12,100.46110238119113,100.85400778238365,133.85157394756737
2008-02-13,100.4306683103578,100.76231532760386,133.74190972315546
2008-02-14,100.4161019134185,100.71843870386493,133.69569069295662
2008-02-15,100.29714857908647,100.3604711396779,133.23235213081563
2008-02-19,100.40049672451768,100.67057903557118,133.6915610049295
2008-02-20,100.29614627152557,100.35665245575078,133.2866039595715
2008-02-21,100.24217165466105,100.19459792653541,133.08335578941288
2008-02-22,100.27819391951951,100.30258049322106,133.23854224032502
2008-02-25,100.33924144282244,100.48566855243301,133.51718301082286
2008-02-26,100.34766325862748,100.51093783384867,133.56259242282073
2008-02-27,100.36507442535793,100.56322327789972,133.64386498374742
2008-02-28,100.29600742811215,100.35558015131393,133.3795347504799
2008-02-29,100.1493441915249,99.91529610767151,132.80546093689304
2008-03-03,100.09780389494485,99.76093812037927,132.6332939140988
2008-03-04,99.96714616220945,99.37025125744282,132.12454012160896
2008-03-05,99.98208449734375,99.41476600677785,132.1940298571599
2008-03-06,99.84870664985253,99.01687021833142,131.6745909350521
2008-03-07,99.69075655855765,98.5469350226685,131.0586806318993
2008-03-10,99.54808228310257,98.12372628179367,130.5226656582707
2008-03-11,99.52113753980436,98.04401638610187,130.42509036333007
2008-03-12,99.46165073808264,97.868172507602,130.19937466371871
2008-03-13,99.44053336432461,97.80580317681515,130.12450223493732
2008-03-14,99.22415755929207,97.1673147899064,129.28299771358593
2008-03-17,99.14630288877969,96.93849670026864,129.00184255117702
2008-03-18,99.25462102033701,97.25618308681402,129.43189450483192
2008-03-19,99.2277664745847,97.1772095800397,129.33363776178211
2008-03-20,99.1915962452127,97.07090933313496,129.19738163723332
2008-03-24,99.27391721443179,97.31246435386066,129.54015957858388
2008-03-25,99.25269241438309,97.25001603860673,129.46356713036366
2008-03-26,99.13862697627582,96.91469243564967,129.02367091954352
2008-03-27,99.01197137959502,96.54321741620431,128.53522308208292
2008-03-28,98.90908942372705,96.24223555159955,128.14078221907414
2008-03-31,98.85552829673601,96.085789803783,127.95157343305206
2008-04-01,98.91271354085325,96.25250729031272,128.180430711025
2008-04-02,98.91767845970149,96.26696981542719,128.20673876877316
2008-04-03,98.8515069050255,96.07374312274537,127.95658227169098
2008-04-04,98.87951679013011,96.15537992788208,128.07230819971258
2008-04-07,98.88436921540983,96.16944130240283,128.11213878087594
2008-04-08,98.92557125169785,96.28962211625179,128.27946460257243
2008-04-09,98.88081097289583,96.15888764078183,128.11323258933817
2008-04-10,98.83502507705474,96.02527942785014,127.94313325080886
2008-04-11,98.74181959499016,95.75358052784253,127.58902875368601
2008-04-14,98.67816141013323,95.56829114587977,127.36588718433737
2008-04-15,98.71041159335195,95.66196115479106,127.49911887067857
2008-04-16,98.67562067701373,95.56078027434276,127.37299340996348
2008-04-17,98.6659776472442,95.53273295684022,127.34435424749773
2008-04-18,98.71034774565092,95.66158478283992,127.52485234163014
2008-04-21,98.72860717469534,95.71457680445415,127.62192349706123
2008-04-22,98.81404553325453,95.9630355128912,127.96195645339085
2008-04-23,98.95165253084856,96.3639141313527,128.5053533935947
2008-04-24,99.0858533042644,96.75595609840961,129.0370723294684
2008-04-25,99.17467356406804,97.01611952917615,129.39289459991724
2008-04-28,99.33220611166719,97.4783350109205,130.03626070137412
2008-04-29,99.46233076677163,97.86139124508527,130.5567705950918
2008-04-30,99.54170156682004,98.09563882916312,130.87884107808497
2008-05-01,99.65455288515182,98.42924229071764,131.33348953962056
2008-05-02,99.81587170276872,98.90721585766124,131.98083566494327
2008-05-05,99.90694690122051,99.1778564626143,132.3707844491449
2008-05-06,99.91066324280379,99.18889151876212,132.3949092395152
2008-05-07,99.85490697104335,99.0227984719723,132.18273384996345
2008-05-08,99.83312274351881,98.9579578293541,132.10563550175206
2008-05-09,99.83155087392632,98.95325102479129,132.10880938745038
2008-05-12,99.81790672155772,98.91258111299001,132.08304952179262
2008-05-13,99.82732375073465,98.94054345040668,132.13009807585573
2008-05-14,99.83634046496056,98.96732077442587,132.17560650673857
2008-05-15,99.8557146951344,99.0249050021252,132.26222519753858
2008-05-16,99.89111672518268,99.13019489067487,132.4124505760564
2008-05-19,99.89617386848798,99.14515296991847,132.46136331512025
2008-05-20,99.92402768143448,99.2280535969699,132.58180018056896
2008-05-21,99.96228968310751,99.34200749083,132.74377062949196
2008-05-22,99.98283850828955,99.40323877962817,132.83539093263087
2008-05-23,99.96362643100726,99.34590398404727,132.76845341208218
2008-05-27,99.95173352986743,99.31031514455108,132.7598575022196
2008-05-28,99.95650285179022,99.32449864211239,132.78868977665346
2008-05-29,99.96993519194423,99.36450821825278,132.8520092920809
2008-05-30,99.99590803134869,99.44192218708558,132.96507476799465
2008-06-02,99.9749710526825,99.37936119041994,132.91015599654875
2008-06-03,99.92806326152298,99.23944351640132,132.7324500549619
2008-06-04,99.90556758818674,99.17238893322295,132.65202693594267
2008-06-05,99.94078516932088,99.27723371645436,132.8015519444393
2008-06-06,99.92989052191966,99.24473413843167,132.76731567813232
2008-06-09,99.92026168052813,99.21594780465652,132.75661823161477
2008-06-10,99.91523291397885,99.20093522576221,132.74659822157057
2008-06-11,99.90641889086739,99.17464957775141,132.7214834983391
2008-06-12,99.93567938014809,99.26175548069635,132.8480788761658
2008-06-13,99.96058505083502,99.33593599886832,132.957408339255
2008-06-16,99.97003451059027,99.36400923676796,133.02507970892913
2008-06-17,100.00557437059636,99.46994981388751,133.1767349022728
2008-06-18,100.01272936693613,99.49126713511387,133.21500691958443
2008-06-19,100.04805234744975,99.59665084952147,133.36597324859557
2008-06-20,100.04459241012624,99.58628512556932,133.36180122582985
2008-06-23,100.02119577478632,99.51631858550222,133.29735631847547
2008-06-24,99.96840892785242,99.35872468382418,133.09602125801078
2008-06-25,99.89412972859878,99.13721345523825,132.809017278249
2008-06-26,99.73359735250591,98.65923288430456,132.1781953647064
2008-06-27,99.67315384872401,98.47982329141833,131.94690007983527
2008-06-30,99.71053819787153,98.59053638994922,132.12244085465124
2008-07-01,99.7124059964911,98.59604443215777,132.13897308902972
2008-07-02,99.67110768192374,98.47350417807958,131.98383076860395
2008-07-03,99.64516930000873,98.39659164951274,131.88975612859593
2008-07-07,99.63621237966159,98.36992821346945,131.88990515966458
2008-07-08,99.64382444446443,98.39244184015608,131.92895412597426
2008-07-09,99.63490603542901,98.36599027188242,131.90233496507864
2008-07-10,99.63572490753134,98.36838326206868,131.9142529756825
2008-07-11,99.60602255162114,98.28037727379188,131.80487621860303
2008-07-14,99.558313117104,98.13905700744938,131.64092233105933
2008-07-15,99.35778775722078,97.54602444627918,130.85369372169023
2008-07-16,99.37936219944189,97.6095354900584,130.94707920319394
2008-07-17,99.434489115292,97.77193891493796,131.1732659018859
2008-07-18,99.48972953816617,97.93485717051297,131.40007445567065
2008-07-21,99.52676424514128,98.04412823872487,131.5716092185142
2008-07-22,99.51187658278558,98.00009835611755,131.52127134847413
2008-07-23,99.54694822631731,98.10368264883458,131.6691078349898
2008-07-24,99.54671918535799,98.10297323483269,131.67699376381202
2008-07-25,99.54921431297677,98.11031780265414,131.6957049041343
2008-07-28,99.54420277517222,98.0954037448141,131.7023447949795
2008-07-29,99.58290968384146,98.20980216108275,131.8648984499462
2008-07-30,99.6067796029336,98.28039223290234,131.96863109315703
2008-07-31,99.57258763883856,98.17914995403017,131.84149647524742
2008-08-01,99.55197699286661,98.11815102590913,131.76837128409545
2008-08-04,99.55881579106786,98.13827513991083,131.8217958366863
2008-08-05,99.6008660896698,98.26259380515609,131.9976790525652
2008-08-06,99.6342584373184,98.36139252859208,132.13960059672175
2008-08-07,99.62204021693988,98.325173806835,132.10018294360424
2008-08-08,99.62429211522132,98.33180923086186,132.11802980071187
2008-08-11,99.61969812111252,98.31810907424791,132.1265592930497
2008-08-12,99.60582594124018,98.27700395505974,132.08039092305472
2008-08-13,99.5659241684513,98.15886329185767,131.93074439370923
2008-08-14,99.53583365905696,98.06983520518476,131.8202668337796
2008-08-15,99.47324365637314,97.88479849712628,131.58066938600226
2008-08-18,99.44598068802526,97.80421915273642,131.49969988055233
2008-08-19,99.32574026511655,97.44942090506242,131.03178515869953
2008-08-20,99.27671739217784,97.30509845739469,130.84687437501285
2008-08-21,99.21677048162633,97.1287973417509,130.61890648967466
2008-08-22,99.19705066310235,97.0708509380528,130.55002322907615
2008-08-25,99.12829885053952,96.868920792133,130.30556007752404
2008-08-26,98.88046133072345,96.14232286767911,129.33714869157785
2008-08-27,98.754041869191,95.77353507049345,128.84988559455016
2008-08-28,98.53462063016399,95.13510699719748,127.99977060920764
2008-08-29,98.52189872236609,95.09822674077711,127.95869615128426
2008-09-02,98.37873393441409,94.6835328112771,127.43506358640153
2008-09-03,98.30012423950042,94.45653056795726,127.13798221264673
2008-09-04,98.21377782474853,94.2075888589355,126.8112050705175
2008-09-05,98.154911257837,94.03816177568662,126.59128939138695
2008-09-08,98.50713571504578,95.05042342405787,127.97868997027734
2008-09-09,98.40883660527531,94.76584308266008,127.60384298380147
2008-09-10,98.38723986703162,94.70342017888794,127.5280155445847
2008-09-11,98.41261578110407,94.77666640720979,127.6349263095234
2008-09-12,98.47101109117453,94.9453487641612,127.87038391918115
2008-09-15,98.0552166197436,93.7425338908879,126.2746988575455
2008-09-16,97.58738728541337,92.40074353816068,124.47498231715055
2008-09-17,96.8832525422232,90.40058049008026,121.78656708046304
2008-09-18,96.73797469940315,89.99387982326988,121.24338951968139
2008-09-19,97.37513725801529,91.77207841103383,123.64648452072566
2008-09-22,97.56040605771456,92.29581231720064,124.37383987638142
2008-09-23,97.32747950973236,91.63471015669026,123.49002417102011
2008-09-24,97.01801578348162,90.76059126303441,122.31875467961069
2008-09-25,96.85167630696,90.29372846149383,121.69613510320134
2008-09-26,96.73649201390101,89.97154371330606,121.26813559455871
2008-09-29,96.41909799779778,89.08586122709426,120.09278292251399
2008-09-30,96.2877906400406,88.72186994472887,119.60790271901341
2008-10-01,95.87871233868667,87.5910372251431,118.0890615334623
2008-10-02,95.27406751556431,85.9338689259545,115.85993331881804
2008-10-03,95.0735158058362,85.39116883910808,115.13214163413758
2008-10-06,94.50003575501471,83.84585619428451,113.05862739718893
2008-10-07,94.63094482473204,84.1942787517331,113.5308569592144
2008-10-08,94.470389139161,83.76570615396909,112.95527018743188
2008-10-09,94.2359343001759,83.14201414166652,112.11665608042307
2008-10-10,94.12341336836067,82.84416357330196,111.71708230470165
2008-10-14,94.79452770209726,84.6161275523291,114.11814138958869
2008-10-15,94.70753064886802,84.3831320526667,113.80938489843552
2008-10-16,94.46636166671706,83.738469382239,112.9453427372233
2008-10-17,94.25472579339572,83.17563630537643,112.19148922618862
2008-10-20,94.10517927570555,82.77964992115108,111.67330931960402
2008-10-21,94.02720907125794,82.5738631628848,111.40139711640555
2008-10-22,93.9047268846235,82.25114769714648,110.97206092420902
2008-10-23,93.67514068620729,81.64783702102642,110.1644097982745
2008-10-24,93.41301344282311,80.96239495600345,109.24584902585988
2008-10-27,93.2143974332379,80.44588543258449,108.56770642461606
2008-10-28,93.45284427372191,81.06321213197506,109.40730119685999
2008-10-29,93.54917525277118,81.31386480441654,109.75183932788887
2008-10-30,93.52204403364766,81.24308990218978,109.66219074137543
2008-10-31,93.54503325984757,81.30297577606657,109.74873333428177
2008-11-03,93.53280895873564,81.27102201637258,109.72255461769487
2008-11-04,93.59935143815107,81.44445235577746,109.96233024035804
2008-11-05,93.66580169310943,81.6178884681235,110.20218314105787
2008-11-06,93.66725600185555,81.62166337273318,110.21286870569939
2008-11-07,93.6313573785769,81.52779033827584,110.09176550158185
2008-11-10,93.76458827501014,81.87573479056955,110.57864266979635
2008-11-12,93.8926160905357,82.2110645427728,111.0429760968306
2008-11-13,93.96240264123773,82.3943499046165,111.29622978132447
2008-11-14,93.87591332925017,82.16679892029423,110.99454332628432
2008-11-17,93.80806957288003,81.98857312104512,110.77078449628573
2008-11-18,93.74051465134798,81.81141646962745,110.5372271660428
2008-11-19,93.51060820097094,81.20944155385003,109.7297030375713
2008-11-20,93.06863617210995,80.05792084780929,108.17942108853478
2008-11-21,92.91817045021578,79.66960132737299,107.66025885746681
2008-11-24,92.7991036088597,79.3632532165566,107.26288304384887
2008-11-25,92.62894036446414,78.92664827426135,106.67816446519862
2008-11-26,92.55327070416544,78.73319403090457,106.42185387983767
2008-11-28,92.49637024106397,78.5879300921431,106.23558879225448
2008-12-01,92.27035039280635,78.01175147621424,105.47132477885421
2008-12-02,92.18113691224069,77.78544404315541,105.16992437124904
2008-12-03,91.89406852722455,77.05870552574012,104.19184582725221
2008-12-04,91.4737499901193,76.00129304233421,102.76636686130006
2008-12-05,91.37986143899907,75.76724513795826,102.4539298707944
2008-12-08,91.4372078225523,75.90981588572487,102.658844419748
2008-12-09,91.3052954318185,75.58125578898826,102.21817422212737
2008-12-10,91.3222606780972,75.62336172627997,102.27875729945019
2008-12-11,91.23723986323375,75.4121213357746,101.99647563970468
2008-12-12,91.01160614154912,74.8526040277634,101.24290518426906
2008-12-15,90.85854901375684,74.47488439692911,100.74115104462219
2008-12-16,90.56423948867732,73.75114151365263,99.76462699633292
2008-12-17,89.96243132770155,72.2808667872152,97.7782992583529
2008-12-18,89.70306372384049,71.65567155105381,96.93501982958658
2008-12-19,89.71799901860808,71.6914393650903,96.98567681238261
2008-12-22,89.5930683233112,71.3918817442424,96.58724434860943
2008-12-23,89.57252557886261,71.34275005921793,96.52309667476047
2008-12-24,89.55592112276759,71.30305123865577,96.47187728757237
2008-12-26,89.55602854905824,71.30326094787738,96.4773388626216
2008-12-29,89.31644258451107,70.73092598683748,95.71044066082082
2008-12-30,89.41396032003537,70.96257966266444,96.02633390188852
2008-12-31,89.41612810150431,70.96771765288001,96.03561229255642
2009-01-02,89.41987821391689,70.97660014448239,96.05235818208048
2009-01-05,89.63954860414643,71.49961675729367,96.76715445192134
2009-01-06,89.71340274931313,71.67631914302244,97.00874942180504
2009-01-07,89.99792218644829,72.35824405034637,97.93415487293873
2009-01-08,90.30351700497697,73.09531409380588,98.93404545772403
2009-01-09,90.28966108176635,73.06164343077488,98.89075739807677
2009-01-12,90.2747375299862,73.02534335156808,98.848406397609
2009-01-13,90.2036901570806,72.85290370595096,98.6171582682487
2009-01-14,90.14764859879297,72.71709405943515,98.43531652588521
2009-01-15,90.15097934956475,72.72513034661317,98.44816105687039
2009-01-16,90.63360290099263,73.89310907896612,100.03120639246892
2009-01-20,90.55332778366694,73.69666843055474,99.77361118404643
2009-01-21,90.4396110344313,73.41899966535283,99.4001053763005
2009-01-22,90.38178025942035,73.27813422136394,99.21173873189115
2009-01-23,90.41629041406112,73.36204872030576,99.32763706063224
2009-01-26,90.3793812247034,73.27213419137973,99.21273974902428
2009-01-27,90.5535271816326,73.69565955817282,99.78851393246691
2009-01-28,90.5153312941915,73.60237984163176,99.66455309894594
2009-01-29,90.81537068868121,74.33428513547513,100.65799735298341
2009-01-30,90.76446161614659,74.20925026679598,100.49106706988759
2009-02-02,90.77384136798446,74.23218378452006,100.52930461616026
2009-02-03,90.7272734484692,74.11791374517556,100.37721443002454
2009-02-04,90.95823173071025,74.68392025428703,101.14644694126585
2009-02-05,90.96948296210925,74.7116101599078,101.18659733263439
2009-02-06,90.91118454074835,74.56794724327399,100.99436544362281
2009-02-09,91.41652694200425,75.81136164376058,102.68556925022061
2009-02-10,90.89554029497572,74.51518026624073,100.93231267996808
2009-02-11,91.13625030014754,75.10715013995923,101.73647615473045
2009-02-12,91.1632906314467,75.17397883043526,101.82929855696689
2009-02-13,91.14948478126783,75.13980087215806,101.7853647166921
2009-02-17,91.18981145504162,75.23943280017335,101.92973214853458
2009-02-18,91.25050533447435,75.38964106660332,102.13546468331629
2009-02-19,91.18083675826408,75.21693924422617,101.90366243016872
2009-02-20,91.20658055570578,75.28062427227442,101.99206731872232
2009-02-23,90.9877229580807,74.73862446308677,101.2641572547073
2009-02-24,90.94775841962573,74.64011755119738,101.13282822392789
2009-02-25,90.86484820900489,74.43596171811036,100.85828753526864
2009-02-26,90.9274090971924,74.58968580675925,101.06865935539847
2009-02-27,90.92380383890733,74.58078887418378,101.05853128232359
2009-03-02,90.57461150463895,73.7214346360392,99.89942637900403
2009-03-03,90.59939586702613,73.78192864082288,99.9826658834642
2009-03-04,90.1740093675186,72.74263134938609,98.5756290133785
2009-03-05,90.01045385680175,72.34679078002158,98.04045911242652
2009-03-06,89.85103115952572,71.96235429498718,97.5206949200941
2009-03-09,89.73461136073756,71.682559072971,97.14513256689952
2009-03-10,89.75580208893633,71.7333187747722,97.21513908256586
2009-03-11,89.85261740163824,71.96542114385659,97.5309136687888
2009-03-12,89.95585458066041,72.21345393290414,97.86829116520425
2009-03-13,90.221993638503,72.85437192951224,98.73810277537642
2009-03-16,90.22501858611666,72.86162801521681,98.75159987012894
2009-03-17,90.38349615491866,73.24554192565225,99.27318553436359
2009-03-18,90.37066941134249,73.21433399529609,99.23203297540569
2009-03-19,90.81354123470028,74.29069563062262,100.6920061471497
2009-03-20,90.84686573148241,74.3724552666951,100.80389452254441
2009-03-23,91.01722133874142,74.79077025307458,101.37409970178027
2009-03-24,91.35849587486642,75.63204311493556,102.51546048189478
2009-03-25,91.41836533759805,75.78070884734083,102.71810696421942
2009-03-26,91.48629924092316,75.94962414541307,102.94820832060086
2009-03-27,91.57237388831751,76.16397019643709,103.23986705664761
2009-03-30,91.58056798229673,76.18434101250938,103.27085178765489
2009-03-31,91.56677554453707,76.14989487153794,103.22530457934893
2009-04-01,91.37950061751873,75.68263815984713,102.59306950254077
2009-04-02,91.25418033733933,75.37123372268346,102.17207191188216
2009-04-03,91.25773462843138,75.38001592499232,102.18512741423265
2009-04-06,91.20520712397814,75.24977656085916,102.01203132986585
2009-04-07,91.25608668919047,75.3756879174386,102.18387398941647
2009-04-08,91.43759338178499,75.82542574332307,102.7947166000149
2009-04-09,91.6748286762188,76.41558915609762,103.59595578901867
2009-04-13,91.69932780115731,76.47675236939828,103.68373064572445
2009-04-14,91.89037698294284,76.95472923518693,104.33294603034942
2009-04-15,91.95653418780259,77.12091643583491,104.55944683189242
2009-04-16,92.43515279085277,78.32509605512897,106.19321955898053
2009-04-17,92.7370046502591,79.0923944825608,107.23472779205818
2009-04-20,92.88036910508937,79.45912896462339,107.73553903176605
2009-04-21,92.89459610523161,79.49561642462172,107.78590826226666
2009-04-22,92.92820136865598,79.58186455829257,107.90366476060527
2009-04-23,93.00603721400707,79.78180960693919,108.17555609403759
2009-04-24,93.05868721855579,79.91727498939213,108.36002389969937
2009-04-27,93.21101116942184,80.30963584432246,108.89442160948313
2009-04-28,93.2421297703237,80.39004382787749,109.00421611998532
2009-04-29,93.44561941801199,80.91634198147935,109.71873570776592
2009-04-30,93.61702208813104,81.36157789061325,110.32351868061896
2009-05-01,93.90478375407115,82.11182313301154,111.34185325705863
2009-05-04,94.10488363634312,82.63665327456953,112.05655700370916
2009-05-05,94.68861000381534,84.1743951860903,114.14278685669541
2009-05-06,94.79772182245377,84.46535566837375,114.53837234816426
2009-05-07,94.91289337209362,84.7731835852238,114.95685986918087
2009-05-08,95.0598934866925,85.16704322320356,115.49195877884215
2009-05-11,95.07113845896255,85.19718333866253,115.53594498244554
2009-05-12,95.2919140325354,85.79069372492762,116.34179232328053
2009-05-13,95.48793028023698,86.32008199888085,117.06051811948952
2009-05-14,95.4949181506481,86.33900450315758,117.08698432567053
2009-05-15,95.54978388685119,86.48779198574339,117.28957120455046
2009-05-18,95.5311933796576,86.4372245948798,117.22343920671119
2009-05-19,95.51075374693488,86.38171445244625,117.14897063647891
2009-05-20,95.61560667539183,86.666178909651,117.53558310853765
2009-05-21,95.70907961322528,86.9203225952984,117.88108360199413
2009-05-22,95.76242527525065,87.0656351558031,118.07898930702495
2009-05-26,95.9211818223723,87.49853682137642,118.66952217482432
2009-05-27,96.04356925354995,87.83343056975906,119.12460799408926
2009-05-28,96.41621007325169,88.85576024817186,120.51204942499507
2009-05-29,96.61019478652277,89.39205140596421,121.2403108733855
2009-06-01,96.57438273305684,89.2925541390735,121.1081300233596
2009-06-02,96.74344627726477,89.7614726106099,121.7450565498553
2009-06-03,97.14662181055188,90.88367817577986,123.26805420097189
2009-06-04,97.14507759401955,90.87931430881244,123.26323295939561
2009-06-05,97.83890472250705,92.82651228558056,125.905352140318
2009-06-08,97.75292575036976,92.5816983611572,125.57659394668879
2009-06-09,97.87372068030594,92.92488219588523,126.04318147647808
2009-06-10,98.38326206293748,94.37618319652313,128.01283953900025
2009-06-11,98.53110715994691,94.80162258923824,128.59104279594862
2009-06-12,98.6121557267807,95.03553385456063,128.90947026053388
2009-06-15,98.64194292153515,95.12156054105755,129.02958774177824
2009-06-16,98.7091445067711,95.31593905382472,129.29440181248836
2009-06-17,98.64207972821112,95.12162959691493,129.03179148891252
2009-06-18,98.32319320224016,94.19908109538594,127.78130863800881
2009-06-19,98.28555169479327,94.09086216028828,127.63544758932746
2009-06-22,98.33539939788731,94.23393008330041,127.83234587904016
2009-06-23,98.34185077152985,94.25244598254598,127.85842660661055
2009-06-24,98.32607061324248,94.20704310631365,127.79779151527993
2009-06-25,98.36023562162877,94.30521348798874,127.93190767757609
2009-06-26,98.35475441297615,94.28941676635594,127.9114141019698
2009-06-29,98.32728846090721,94.21033174892781,127.80692019191413
2009-06-30,98.37789441276756,94.35576202822142,128.0050846250399
2009-07-01,98.38635317848596,94.38006980673224,128.03888172284667
2009-07-02,98.41946486488322,94.47532892226548,128.16893399682584
2009-07-06,98.47601967174616,94.63806968066412,128.39302303032062
2009-07-07,98.50432166461285,94.7196354666716,128.50448324066198
2009-07-08,98.53657316785778,94.81264137994816,128.6316485346079
2009-07-09,98.52139478011253,94.76879592770436,128.57313990656488
2009-07-10,98.53790904481163,94.81642052067959,128.6387104839708
2009-07-13,98.58543103441372,94.95350858222471,128.82756426127392
2009-07-14,98.73543731923937,95.38691736395506,129.41651711276222
2009-07-15,98.78056385076964,95.51767432620767,129.59481910729022
2009-07-16,98.94652733781629,95.99908721808053,130.24888400721113
2009-07-17,99.09041934780234,96.41787282965709,130.81797632866903
2009-07-20,99.19843492471023,96.73308446090246,131.24825752909834
2009-07-21,99.42965877285175,97.40948458124693,132.16687305992224
2009-07-22,99.60300534959573,97.91892631594078,132.85912078159478
2009-07-23,99.71644848547938,98.25346927076282,133.31406807415866
2009-07-24,99.81455317874851,98.54343305049872,133.70853201794313
2009-07-27,99.90487598638896,98.81085337058654,134.07447835119177
2009-07-28,100.04819215651007,99.23606118260942,134.65247022309492
2009-07-29,100.15120132440553,99.54254756156597,135.06936425609723
2009-07-30,100.45846107123946,100.45869210197685,136.31351028027865
2009-07-31,100.79665164510625,101.47323312933742,137.69115683195483
2009-08-03,100.82794728994178,101.56765011964728,137.82230434109374
2009-08-04,100.79565823192304,101.47003890802921,137.69085513279518
2009-08-05,101.04268190990011,102.21603477155293,138.70417959960074
2009-08-06,101.18629941237289,102.65185692591905,139.29657318891248
2009-08-07,101.0618884942163,102.27318461132829,138.78371065670592
2009-08-10,101.2915699141481,102.97038620898765,139.73284267382203
2009-08-11,101.38586905700522,103.25793855367507,140.12410965223546
2009-08-12,101.37473943154043,103.22389921063866,140.07895378059283
2009-08-13,101.38796854769305,103.26427655280148,140.1346723513693
2009-08-14,101.42465062008542,103.37632535953456,140.28774163749998
2009-08-17,101.46232342317714,103.49141650177482,140.44692344029468
2009-08-18,101.4637665994847,103.49579859015535,140.45382843569476
2009-08-19,101.45838017192787,103.47928165678559,140.43246387413632
2009-08-20,101.49591795666615,103.59410408255118,140.5893251670036
2009-08-21,101.46542795114482,103.50070908313413,140.46355171656654
2009-08-24,101.54658649981616,103.74896632764528,140.80338990866352
2009-08-25,101.66748336413835,104.11948897873692,141.30723013466888
2009-08-26,101.4696868413263,103.51175387236268,140.48342883785685
2009-08-27,101.45715606513414,103.47337097077121,140.43232188214924
2009-08-28,101.34043672231685,103.11622038212418,139.9485765069878
2009-08-31,101.39170793017026,103.27262746795914,140.1637603466953
2009-09-01,101.39070915201938,103.26954159580342,140.16050912188905
2009-09-02,101.360629566526,103.17759670781808,140.03672485485507
2009-09-03,101.30933332215673,103.02091547956388,139.82501852582996
2009-09-04,101.31205872574127,103.0291959543583,139.8371880805285
2009-09-08,101.32546577998882,103.06996329452375,139.8960302950017
2009-09-09,101.30030139905719,102.99313651743253,139.79261246980607
2009-09-10,101.39612240441463,103.28536948361615,140.19005698142814
2009-09-11,101.33598469329866,103.10156087450113,139.9414132284658
2009-09-14,101.28409383167754,102.94307442220264,139.72881722107948
2009-09-15,101.28074072687372,102.93281649717326,139.71572443921423
2009-09-16,101.20471019314901,102.7009704601703,139.4019931354577
2009-09-17,101.214930456591,102.73205079001468,139.44512362309527
2009-09-18,101.2536932422843,102.85004842954952,139.60620665672553
2009-09-21,101.35745708230097,103.16614609027741,140.0380334557693
2009-09-22,101.38262414571642,103.24296065569393,140.1432686131947
2009-09-23,101.48994406514768,103.5707943226455,140.58925700020148
2009-09-24,101.54851967650569,103.75009003667566,140.83362296684714
2009-09-25,101.58312014143584,103.85610773450581,140.9785147593603
2009-09-28,101.57742165159193,103.83852732096206,140.95758938303948
2009-09-29,101.6496305400016,104.05994194056584,141.259350055421
2009-09-30,101.76243703305319,104.40635179547874,141.73078670194508
2009-10-01,101.91936412619388,104.88933023307449,142.38733081154754
2009-10-02,101.84801184429146,104.66900121145464,142.08943164210612
2009-10-05,101.90414460702972,104.84196045170016,142.32779184437084
2009-10-06,101.8860601951212,104.78610866953352,142.25314809299223
2009-10-07,101.94065589461742,104.95452329534284,142.48295759847417
2009-10-08,101.94868993372734,104.97930348426183,142.5174533007908
2009-10-09,101.79498450368214,104.50444514497276,141.87397588306004
2009-10-13,101.96949438425274,105.0417715299611,142.60823550235446
2009-10-14,102.04991972067363,105.29028250032997,142.94689604519556
2009-10-15,102.12814363202068,105.53237108483195,143.2768237129215
2009-10-16,102.21559260530397,105.80342809340476,143.646039261931
2009-10-19,102.26066369883482,105.94328300428663,143.83956347141097
2009-10-20,102.33785664222484,106.18316663938103,144.1664444409445
2009-10-21,102.51489699922067,106.73420949360646,144.91579229457196
2009-10-22,102.58539446293848,106.95437140689847,145.21593466028582
2009-10-23,102.6648245978536,107.20277512330183,145.55443100266052
2009-10-26,102.84291738267721,107.76056334012148,146.3154847553127
2009-10-27,102.96599331804124,108.14741110626365,146.8419467628107
2009-10-28,102.99428636929512,108.23652596304672,146.9642458649724
2009-10-29,102.89308519550984,107.91743393773268,146.53226510336748
2009-10-30,102.98496831458566,108.20650798605982,146.92601563801705
2009-11-02,102.82335045136477,107.6969649802101,146.23786282135137
